filename type galaxyID timeStep age(GYr) redshift(z) camera filter px(pixels) errpx(pixels) py(pixels) errpy(pixels) mag errmag rad(pixels) errrad(pixels) rad(kpc) errrad(kpc) sersicIndex(n) errsersicIndex(n) b/a errb/a angle(deg) errangle(deg) rff sky
string enum enum numeric numeric numeric enum enum
VELA02_a0.330_0007854__skipir_CAMERA5-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA02 330 3.268 2.0303030303 5 F160W 24.0237 0.0506 24.8306 0.0611 24.1603 0.0107 4.5393 0.1063 2.31703762675 0.054259709586 1.1583 0.0750 0.6816 0.0171 -17.6675 2.3080 0.27896969903 1.098e-04
VELA02_a0.330_0007854__skipir_CAMERA6-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA02 330 3.268 2.0303030303 6 F160W 22.5441 0.0602 23.6334 0.0440 24.2977 0.0108 4.7701 0.1001 2.43484704324 0.0510949852263 0.9644 0.0631 0.6021 0.0140 -62.9664 1.6572 0.264339201121 5.900e-05
VELA02_a0.330_0007854__skipir_CAMERA7-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA02 330 3.268 2.0303030303 7 F160W 25.0727 0.0682 23.6050 0.0496 24.1319 0.0129 5.4078 0.1255 2.76035425681 0.0640601463127 1.1646 0.0722 0.5112 0.0114 -77.1709 1.2745 0.322324067981 5.318e-05
VELA02_a0.330_0007854__skipir_CAMERA8-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA02 330 3.268 2.0303030303 8 F160W 24.9907 0.0702 23.8524 0.0485 24.1098 0.0132 5.6279 0.1381 2.87270197158 0.0704916829147 1.2686 0.0841 0.5163 0.0133 -69.0690 1.2699 0.312256042631 -1.340e-05
VELA02_a0.340_0002823__skipir_CAMERA0-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA02 340 3.413 1.94117647059 0 F160W 23.9735 0.0325 23.6978 0.0384 24.0605 0.0121 3.0449 0.0818 1.56128264316 0.0419432231636 2.0087 0.1532 0.7993 0.0218 28.4583 3.7605 0.110562301003 8.926e-05
VELA02_a0.340_0002823__skipir_CAMERA1-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA02 340 3.413 1.94117647059 1 F160W 24.1612 0.0453 23.8988 0.0370 24.2704 0.0119 3.3110 0.0901 1.69772630678 0.0461990758807 1.8747 0.1541 0.6029 0.0197 -73.2780 1.9351 0.106576315298 6.594e-05
VELA02_a0.340_0002823__skipir_CAMERA5-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA02 340 3.413 1.94117647059 5 F160W 23.7829 0.0281 23.8003 0.0296 24.0154 0.0188 3.0164 0.0838 1.54666917299 0.0429687298424 2.4729 0.1998 0.9375 0.0244 -80.4402 13.9747 0.116963209888 -8.532e-05
VELA02_a0.340_0002823__skipir_CAMERA6-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA02 340 3.413 1.94117647059 6 F160W 24.2246 0.0395 23.9230 0.0303 24.1027 0.0098 2.9645 0.0720 1.52005727468 0.0369182404374 1.8948 0.1410 0.5106 0.0177 -88.7271 1.3922 0.0842379474007 1.028e-04
VELA02_a0.340_0002823__skipir_CAMERA7-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA02 340 3.413 1.94117647059 7 F160W 23.7498 0.0391 23.9276 0.0366 24.0246 0.0131 2.9952 0.0790 1.5357988022 0.0405075138132 2.0691 0.1579 0.8455 0.0221 89.6356 5.2046 0.111276932747 -1.945e-05
VELA02_a0.340_0002823__skipir_CAMERA8-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA02 340 3.413 1.94117647059 8 F160W 23.7954 0.0408 23.9401 0.0371 24.0157 0.0126 3.0225 0.0785 1.54979696836 0.0402511371435 2.0759 0.1551 0.8460 0.0217 -86.8321 5.0890 0.121659180452 -2.080e-05
VELA02_a0.350_0006794__skipir_CAMERA0-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA02 350 3.560 1.85714285714 0 F160W 24.6441 0.0302 24.3282 0.0329 23.8246 0.0166 2.8941 0.0835 1.48914021148 0.0429643784454 2.8375 0.2177 0.8231 0.0217 20.2257 4.3408 0.098314267108 -3.047e-05
VELA02_a0.350_0006794__skipir_CAMERA1-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA02 350 3.560 1.85714285714 1 F160W 24.2892 0.0402 24.5012 0.0320 24.0813 0.0104 2.7831 0.0740 1.43202588804 0.0380762156282 2.0176 0.1531 0.6365 0.0200 -83.5320 2.1126 0.0907850512312 3.946e-05
VELA02_a0.350_0006794__skipir_CAMERA5-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA02 350 3.560 1.85714285714 5 F160W 24.4529 0.0258 24.1592 0.0256 23.9592 0.0122 2.6842 0.0738 1.3811375404 0.0379733069373 2.3005 0.1741 0.9341 0.0231 67.0253 13.1908 0.107737067233 9.265e-07
VELA02_a0.350_0006794__skipir_CAMERA6-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA02 350 3.560 1.85714285714 6 F160W 24.7712 0.0402 24.4094 0.0341 23.9625 0.0177 3.3728 0.0964 1.73545216312 0.0496019890076 2.8901 0.2443 0.5472 0.0186 -89.4842 1.5923 0.111981668461 -5.451e-05
VELA02_a0.350_0006794__skipir_CAMERA7-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA02 350 3.560 1.85714285714 7 F160W 24.2082 0.0378 24.3244 0.0346 23.9536 0.0124 2.9982 0.0775 1.54270418509 0.0398771177188 2.2404 0.1679 0.7582 0.0218 -88.2370 3.0600 0.103109236464 -2.490e-05
VELA02_a0.350_0006794__skipir_CAMERA8-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA02 350 3.560 1.85714285714 8 F160W 24.2322 0.0394 24.2616 0.0331 23.9596 0.0107 2.9683 0.0766 1.5273193358 0.0394140286098 2.1778 0.1612 0.7149 0.0202 -84.8915 2.5626 0.101705034557 -9.851e-06
VELA02_a0.360_0006804__skipir_CAMERA0-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA02 360 3.709 1.77777777778 0 F160W 25.4344 0.0361 25.1102 0.0421 23.7547 0.0105 3.7264 0.0645 1.92216473801 0.0332706165741 1.5708 0.0827 0.8334 0.0169 -7.4462 4.0108 0.144915705758 8.273e-05
VELA02_a0.360_0006804__skipir_CAMERA1-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA02 360 3.709 1.77777777778 1 F160W 25.7052 0.0447 25.6554 0.0311 23.9893 0.0094 3.7308 0.0597 1.92443436147 0.0307946637127 1.2818 0.0701 0.5146 0.0136 -88.8926 1.1669 0.0896626142699 7.920e-05
VELA02_a0.360_0006804__skipir_CAMERA5-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA02 360 3.709 1.77777777778 5 F160W 25.2530 0.0402 25.3664 0.0337 23.9000 0.0088 3.4886 0.0707 1.79950190667 0.0364687223533 1.4893 0.0864 0.7243 0.0159 88.6870 2.3731 0.120845615651 1.138e-04
VELA02_a0.360_0006804__skipir_CAMERA6-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA02 360 3.709 1.77777777778 6 F160W 25.8388 0.0458 25.3858 0.0335 23.9729 0.0088 3.9427 0.0703 2.03373736382 0.0362623929482 1.6213 0.0904 0.5494 0.0145 -88.6821 1.2978 0.137353156176 6.795e-05
VELA02_a0.360_0006804__skipir_CAMERA7-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA02 360 3.709 1.77777777778 7 F160W 25.1535 0.0473 25.3864 0.0325 23.9642 0.0085 4.0834 0.0668 2.10631373207 0.0344570106535 1.1402 0.0596 0.5464 0.0123 87.1169 1.2397 0.124415660243 1.059e-04
VELA02_a0.360_0006804__skipir_CAMERA8-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA02 360 3.709 1.77777777778 8 F160W 25.2575 0.0465 25.4020 0.0339 23.9199 0.0087 4.0532 0.0654 2.09073586198 0.0337348577356 1.3627 0.0631 0.5894 0.0138 88.3416 1.3915 0.138594534155 5.469e-05
VELA02_a0.370_0003734__skipir_CAMERA0-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA02 370 3.859 1.7027027027 0 F160W 25.8867 0.0418 25.9204 0.0379 23.6576 0.0155 4.5047 0.1046 2.327159584 0.0540370929221 1.7695 0.0805 0.9190 0.0179 83.5695 7.7976 0.183887589044 -1.446e-04
VELA02_a0.370_0003734__skipir_CAMERA1-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA02 370 3.859 1.7027027027 1 F160W 26.0059 0.0679 25.8620 0.0393 24.0300 0.0112 5.5961 0.0967 2.89098447133 0.0499558975675 0.8551 0.0506 0.4641 0.0082 79.2030 0.9079 0.230095805018 2.847e-05
VELA02_a0.370_0003734__skipir_CAMERA5-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA02 370 3.859 1.7027027027 5 F160W 25.6886 0.0547 25.6464 0.0361 23.9172 0.0083 4.6928 0.0840 2.42433336199 0.0433949885799 1.1017 0.0611 0.5392 0.0110 -86.8210 1.1536 0.192517381986 2.326e-05
VELA02_a0.370_0003734__skipir_CAMERA6-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA02 370 3.859 1.7027027027 6 F160W 26.2037 0.0544 25.7179 0.0403 23.9125 0.0099 4.9108 0.0997 2.5369536895 0.0515057185882 1.3439 0.0694 0.6005 0.0128 -77.3561 1.4538 0.176803235201 -2.581e-05
VELA02_a0.370_0003734__skipir_CAMERA7-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA02 370 3.859 1.7027027027 7 F160W 25.6972 0.0459 25.7147 0.0317 23.8864 0.0080 4.2927 0.0797 2.21763889853 0.0411735784502 1.2756 0.0727 0.5089 0.0114 -89.4543 1.0587 0.134799433055 4.184e-05
VELA02_a0.370_0003734__skipir_CAMERA8-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA02 370 3.859 1.7027027027 8 F160W 25.7328 0.0467 25.7711 0.0327 23.8913 0.0076 4.3258 0.0784 2.23473859046 0.0405019893412 1.2912 0.0685 0.5265 0.0117 -89.8888 1.1220 0.153317686331 2.483e-05
VELA02_a0.380_0003396__skipir_CAMERA0-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA02 380 4.010 1.63157894737 0 F160W 26.8993 0.0389 26.4222 0.0373 23.5905 0.0131 4.6468 0.0972 2.40196428963 0.0502433780133 1.6843 0.0641 0.9174 0.0161 62.5966 6.7497 0.19158490111 -9.119e-05
VELA02_a0.380_0003396__skipir_CAMERA1-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA02 380 4.010 1.63157894737 1 F160W 25.9198 0.0584 26.7517 0.0341 23.9092 0.0100 5.4907 0.0838 2.83818225985 0.0433168217851 1.0512 0.0528 0.4213 0.0076 79.5161 0.7359 0.182575943467 1.378e-05
VELA02_a0.380_0003396__skipir_CAMERA5-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA02 380 4.010 1.63157894737 5 F160W 26.8796 0.0490 26.5040 0.0328 23.8805 0.0088 4.9350 0.0727 2.55093693925 0.0375791520737 1.1047 0.0517 0.4570 0.0080 -84.3328 0.7655 0.138219491094 1.759e-05
VELA02_a0.380_0003396__skipir_CAMERA6-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA02 380 4.010 1.63157894737 6 F160W 26.9948 0.0485 26.7000 0.0362 23.8499 0.0087 4.8982 0.0811 2.53191475499 0.0419211723959 1.2375 0.0620 0.5430 0.0106 -75.3250 1.0779 0.192845544615 7.434e-06
VELA02_a0.380_0003396__skipir_CAMERA7-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA02 380 4.010 1.63157894737 7 F160W 26.5593 0.0497 26.7253 0.0310 23.8686 0.0079 4.7182 0.0754 2.43887146237 0.038974801463 1.2566 0.0623 0.4434 0.0092 -89.7460 0.7611 0.138716688519 1.492e-05
VELA02_a0.380_0003396__skipir_CAMERA8-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA02 380 4.010 1.63157894737 8 F160W 26.6804 0.0479 26.6740 0.0324 23.8955 0.0087 4.6569 0.0755 2.40718505216 0.0390264921811 1.2234 0.0609 0.4562 0.0093 -86.9391 0.8730 0.139290639959 2.529e-05
VELA02_a0.390_0003181__skipir_CAMERA0-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA02 390 4.162 1.5641025641 0 F160W 27.1677 0.0402 27.3980 0.0351 23.3900 0.0148 5.7627 0.1223 2.97780056147 0.063196940439 1.3662 0.0479 0.8470 0.0134 32.8130 3.3662 0.206382204293 -1.480e-05
VELA02_a0.390_0003181__skipir_CAMERA0-BROADBAND_F160W_candelized_noise_single_multi.fits other VELA02 390 4.162 1.5641025641 0 F160W 52.6052 0.0764 48.5811 0.0679 24.8037 0.0274 2.5204 0.1433 1.30238404483 0.0740484183558 1.3627 0.2637 0.7781 0.0396 -63.0416 10.8937 0.119241735307 -1.480e-05
VELA02_a0.390_0003181__skipir_CAMERA1-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA02 390 4.162 1.5641025641 1 F160W 27.9384 0.0568 27.5577 0.0285 23.7194 0.0091 6.3308 0.0729 3.27135887597 0.0376701304825 0.7054 0.0311 0.3502 0.0061 81.6746 0.4574 0.204939879149 5.636e-05
VELA02_a0.390_0003181__skipir_CAMERA5-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA02 390 4.162 1.5641025641 5 F160W 27.0042 0.0355 27.5087 0.0273 23.6183 0.0078 5.2183 0.0660 2.69648891491 0.0341046448812 1.0489 0.0337 0.4246 0.0059 -86.8678 0.5930 0.127744317818 3.976e-05
VELA02_a0.390_0003181__skipir_CAMERA6-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA02 390 4.162 1.5641025641 6 F160W 27.2834 0.0523 27.2959 0.0294 23.5601 0.0084 5.9515 0.0746 3.07536051531 0.0385485834567 1.0126 0.0408 0.4362 0.0061 -82.6090 0.6017 0.165998780965 3.713e-05
VELA02_a0.390_0003181__skipir_CAMERA7-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA02 390 4.162 1.5641025641 7 F160W 26.9239 0.0580 27.5370 0.0291 23.7291 0.0092 5.8631 0.0725 3.02968096065 0.037463435665 0.7544 0.0340 0.3829 0.0066 89.3839 0.5331 0.161885645763 5.962e-05
VELA02_a0.390_0003181__skipir_CAMERA8-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA02 390 4.162 1.5641025641 8 F160W 26.9722 0.0540 27.5388 0.0290 23.6889 0.0089 5.8199 0.0699 3.00735792037 0.0361199193515 0.7773 0.0346 0.3847 0.0060 89.0470 0.5479 0.146732263886 3.951e-05
VELA02_a0.400_0003659__skipir_CAMERA0-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA02 400 4.316 1.5 0 F160W 28.5748 0.0546 29.4226 0.0602 22.8807 0.0079 7.2808 0.0819 3.75768913863 0.0422693578253 0.5991 0.0217 0.8785 0.0090 -32.3876 3.2200 0.30484533167 5.112e-05
VELA02_a0.400_0003659__skipir_CAMERA1-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA02 400 4.316 1.5 1 F160W 28.6461 0.0493 28.0582 0.0249 23.2945 0.0079 6.7627 0.0584 3.49029287137 0.0301407875091 0.4721 0.0151 0.3401 0.0049 81.7243 0.3658 0.197809277202 1.076e-04
VELA02_a0.400_0003659__skipir_CAMERA1-BROADBAND_F160W_candelized_noise_single_multi.fits other VELA02 400 4.316 1.5 1 F160W 23.4464 0.0434 16.7557 0.0507 24.7261 0.0149 2.7117 0.1144 1.39953379261 0.0590429125178 1.4599 0.2058 0.7224 0.0344 43.0240 5.1750 0.162697123593 1.076e-04
VELA02_a0.400_0003659__skipir_CAMERA5-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA02 400 4.316 1.5 5 F160W 27.6566 0.0355 28.1632 0.0220 23.2760 0.0073 5.6267 0.0415 2.90399262119 0.021418539069 0.6757 0.0251 0.3692 0.0053 85.9835 0.4228 0.1050199932 2.279e-04
VELA02_a0.400_0003659__skipir_CAMERA5-BROADBAND_F160W_candelized_noise_single_multi.fits other VELA02 400 4.316 1.5 5 F160W 38.4709 0.0476 18.6588 0.0520 24.7374 0.0166 2.4194 0.1152 1.24867502225 0.059455800018 2.1003 0.3046 0.6996 0.0314 -49.9851 4.9617 0.142423877465 2.279e-04
VELA02_a0.400_0003659__skipir_CAMERA6-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA02 400 4.316 1.5 6 F160W 27.1757 0.0516 27.0349 0.0329 22.9829 0.0076 6.5784 0.0626 3.39517391353 0.0323084468848 0.6247 0.0207 0.5544 0.0054 -82.5042 0.6213 0.208141782699 1.101e-04
VELA02_a0.400_0003659__skipir_CAMERA7-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA02 400 4.316 1.5 7 F160W 27.6486 0.0338 28.1135 0.0208 23.3591 0.0071 5.8309 0.0433 3.0093821556 0.0223475359442 0.7694 0.0289 0.3202 0.0049 83.0811 0.3671 0.107306286844 1.520e-04
VELA02_a0.400_0003659__skipir_CAMERA7-BROADBAND_F160W_candelized_noise_single_multi.fits other VELA02 400 4.316 1.5 7 F160W 39.0477 0.0465 16.6667 0.0399 24.7583 0.0160 2.1856 0.1052 1.12800865034 0.0542947062664 1.9508 0.2774 0.8199 0.0288 -67.1098 9.1116 0.133732731027 1.520e-04
VELA02_a0.400_0003659__skipir_CAMERA8-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA02 400 4.316 1.5 8 F160W 27.6142 0.0320 28.1083 0.0208 23.3437 0.0071 5.7845 0.0394 2.98543468059 0.0203347093811 0.7943 0.0294 0.3287 0.0050 83.4400 0.3770 0.111163596753 1.368e-04
VELA02_a0.400_0003659__skipir_CAMERA8-BROADBAND_F160W_candelized_noise_single_multi.fits other VELA02 400 4.316 1.5 8 F160W 39.0526 0.0411 16.8544 0.0334 24.7420 0.0168 2.3199 0.1145 1.19732213942 0.0590945234553 2.0125 0.2837 0.7751 0.0286 -71.8639 6.7201 0.126304163663 1.368e-04
VELA02_a0.410_0007562__skipir_CAMERA0-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA02 410 4.471 1.43902439024 0 F160W 29.3151 0.0408 29.8438 0.0375 22.8122 0.0092 6.0909 0.0891 3.13703726087 0.045889773259 1.3027 0.0350 0.9178 0.0098 83.1692 4.7329 0.176531307777 -2.165e-04
VELA02_a0.410_0007562__skipir_CAMERA0-BROADBAND_F160W_candelized_noise_single_multi.fits other VELA02 410 4.471 1.43902439024 0 F160W 18.1166 0.0461 11.6708 0.0640 23.9827 0.0561 5.9991 0.5892 3.08975688842 0.303459645389 2.9894 0.3960 0.4449 0.0179 -11.4042 1.6062 0.241562832073 -2.165e-04
VELA02_a0.410_0007562__skipir_CAMERA1-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA02 410 4.471 1.43902439024 1 F160W 29.5708 0.0522 29.3723 0.0257 23.0693 0.0077 6.7886 0.0664 3.49637839221 0.0341984393311 0.7899 0.0272 0.3827 0.0050 82.9587 0.4038 0.149834893186 1.921e-04
VELA02_a0.410_0007562__skipir_CAMERA1-BROADBAND_F160W_candelized_noise_single_multi.fits other VELA02 410 4.471 1.43902439024 1 F160W 23.3850 0.0492 53.6980 0.0731 24.1124 0.0437 5.1514 0.3847 2.65316024654 0.198134632691 2.5015 0.2890 0.4820 0.0203 -9.2103 2.1450 0.249047924483 1.921e-04
VELA02_a0.410_0007562__skipir_CAMERA5-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA02 410 4.471 1.43902439024 5 F160W 29.3766 0.0402 29.4524 0.0263 23.0840 0.0078 7.0364 0.0717 3.62400449562 0.0369281340367 0.9320 0.0284 0.3667 0.0050 -89.6112 0.3265 0.174406109871 2.379e-04
VELA02_a0.410_0007562__skipir_CAMERA5-BROADBAND_F160W_candelized_noise_single_multi.fits other VELA02 410 4.471 1.43902439024 5 F160W 11.8595 0.0379 51.1136 0.0640 24.3529 0.0268 3.8908 0.1741 2.00390493598 0.0896678958966 2.5570 0.2513 0.5772 0.0246 -17.2208 2.9140 0.202779744289 2.379e-04
VELA02_a0.410_0007562__skipir_CAMERA6-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA02 410 4.471 1.43902439024 6 F160W 29.0688 0.0552 30.0299 0.0397 22.7094 0.0079 6.7850 0.0982 3.49452425996 0.0505766075649 1.1031 0.0398 0.6788 0.0083 -65.8152 1.3097 0.246464105604 8.187e-05
VELA02_a0.410_0007562__skipir_CAMERA7-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA02 410 4.471 1.43902439024 7 F160W 29.8273 0.0452 29.2082 0.0240 23.0019 0.0072 6.3800 0.0598 3.28593438151 0.0307991968674 0.8853 0.0287 0.3928 0.0048 88.8337 0.4130 0.130930746682 3.399e-04
VELA02_a0.410_0007562__skipir_CAMERA7-BROADBAND_F160W_candelized_noise_single_multi.fits other VELA02 410 4.471 1.43902439024 7 F160W 8.7889 0.0555 53.9148 0.0727 24.2544 0.0586 4.8242 0.5055 2.48464022622 0.26035107051 3.3710 0.5204 0.5419 0.0315 -29.0326 3.1093 0.220919883653 3.399e-04
VELA02_a0.410_0007562__skipir_CAMERA8-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA02 410 4.471 1.43902439024 8 F160W 29.8421 0.0457 29.2531 0.0240 23.0155 0.0072 6.4383 0.0630 3.31596102327 0.0324473144255 0.9242 0.0302 0.3839 0.0048 88.5751 0.4038 0.135006666578 3.382e-04
VELA02_a0.410_0007562__skipir_CAMERA8-BROADBAND_F160W_candelized_noise_single_multi.fits other VELA02 410 4.471 1.43902439024 8 F160W 9.0702 0.0499 53.7064 0.0648 24.2656 0.0563 4.8211 0.4735 2.48304361233 0.243869894929 3.1890 0.4705 0.5497 0.0308 -28.3292 3.1133 0.209226439521 3.382e-04
VELA02_a0.420_0007425__skipir_CAMERA0-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA02 420 4.626 1.38095238095 0 F160W 29.4042 0.0343 28.4778 0.0444 22.6514 0.0057 6.5524 0.0721 3.3648636437 0.0370256194235 1.0550 0.0296 0.7186 0.0070 -10.0721 1.0826 0.192415365836 2.006e-05
VELA02_a0.420_0007425__skipir_CAMERA1-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA02 420 4.626 1.38095238095 1 F160W 29.4002 0.0334 29.5205 0.0250 23.1575 0.0073 5.5528 0.0654 2.85153758024 0.033584958534 1.1693 0.0366 0.3888 0.0054 -86.2980 0.5253 0.101277969324 1.227e-04
VELA02_a0.420_0007425__skipir_CAMERA1-BROADBAND_F160W_candelized_noise_single_multi.fits other VELA02 420 4.626 1.38095238095 1 F160W 22.5561 0.0570 40.4014 0.0477 23.2202 0.6139 47.5792 95.4297 24.4334168055 49.0061547004 19.8840 11.6018 0.4724 0.0298 9.0635 2.5243 0.62579018043 1.227e-04
VELA02_a0.420_0007425__skipir_CAMERA5-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA02 420 4.626 1.38095238095 5 F160W 29.3586 0.0542 30.0079 0.0344 22.9899 0.0086 6.2323 0.0831 3.20048221822 0.0426744656601 0.9709 0.0372 0.5747 0.0076 70.4199 0.9501 0.204366004918 2.083e-04
VELA02_a0.420_0007425__skipir_CAMERA6-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA02 420 4.626 1.38095238095 6 F160W 30.0595 0.0409 29.9206 0.0275 22.6164 0.0063 6.4779 0.0595 3.32660554873 0.0305551228252 0.9526 0.0268 0.5544 0.0046 -77.0620 0.6013 0.152322002987 2.399e-04
VELA02_a0.420_0007425__skipir_CAMERA7-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA02 420 4.626 1.38095238095 7 F160W 29.5625 0.0388 29.5170 0.0225 23.1391 0.0064 5.3851 0.0480 2.7654183517 0.0246495108506 0.8714 0.0297 0.4322 0.0049 87.3918 0.5004 0.113020149142 1.618e-04
VELA02_a0.420_0007425__skipir_CAMERA7-BROADBAND_F160W_candelized_noise_single_multi.fits other VELA02 420 4.626 1.38095238095 7 F160W 21.0358 0.0400 41.0298 0.0311 24.4068 0.0395 1.9229 0.1435 0.987469675305 0.0736917668138 4.5984 0.8775 0.7824 0.0357 25.4582 7.8709 0.0903620748114 1.618e-04
VELA02_a0.420_0007425__skipir_CAMERA8-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA02 420 4.626 1.38095238095 8 F160W 29.6347 0.0409 29.5339 0.0236 23.1747 0.0067 5.4486 0.0442 2.79802760043 0.0226980912416 0.8286 0.0284 0.4409 0.0049 87.5629 0.5318 0.11031766595 1.931e-04
VELA02_a0.420_0007425__skipir_CAMERA8-BROADBAND_F160W_candelized_noise_single_multi.fits other VELA02 420 4.626 1.38095238095 8 F160W 21.3297 0.0471 40.8278 0.0480 24.4588 0.0298 1.9755 0.1337 1.01448143095 0.0686591583485 3.6736 0.6054 0.8164 0.0432 19.2203 9.8469 0.112850185981 1.931e-04
VELA02_a0.430_0007436__skipir_CAMERA0-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA02 430 4.783 1.32558139535 0 F160W 30.8499 0.0190 29.6729 0.0189 22.3574 0.0048 5.0831 0.0474 2.60054308492 0.0242501115905 1.2437 0.0274 0.9617 0.0077 21.3004 7.6912 0.128567691852 4.696e-05
VELA02_a0.430_0007436__skipir_CAMERA1-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA02 430 4.783 1.32558139535 1 F160W 29.4179 0.0256 30.3297 0.0213 22.6716 0.0048 5.2682 0.0491 2.6952413055 0.025119841331 1.2038 0.0265 0.5377 0.0056 -80.6391 0.5766 0.11367880614 3.971e-04
VELA02_a0.430_0007436__skipir_CAMERA5-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA02 430 4.783 1.32558139535 5 F160W 30.5968 0.0267 30.0546 0.0184 22.4977 0.0041 5.1416 0.0398 2.63047202012 0.0203619080443 1.1174 0.0263 0.5695 0.0046 83.3838 0.5441 0.104040887059 5.101e-04
VELA02_a0.430_0007436__skipir_CAMERA5-BROADBAND_F160W_candelized_noise_single_multi.fits other VELA02 430 4.783 1.32558139535 5 F160W 2.9726 0.0984 47.7651 0.0871 24.9303 0.0323 3.3147 0.2245 1.69581951242 0.11485548633 1.2193 0.2019 0.8004 0.0495 57.9001 10.6727 0.241803195054 5.101e-04
VELA02_a0.430_0007436__skipir_CAMERA6-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA02 430 4.783 1.32558139535 6 F160W 31.3079 0.0274 30.2251 0.0235 22.3723 0.0047 4.9906 0.0477 2.55321955492 0.0244035933094 1.2938 0.0301 0.8133 0.0072 80.5885 1.5659 0.13274580839 1.973e-04
VELA02_a0.430_0007436__skipir_CAMERA7-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA02 430 4.783 1.32558139535 7 F160W 30.0249 0.0312 30.4179 0.0199 22.4445 0.0050 5.8207 0.0571 2.97790347119 0.0292126871691 1.4489 0.0355 0.4723 0.0045 -89.0960 0.4582 0.0878819928404 2.642e-04
VELA02_a0.430_0007436__skipir_CAMERA8-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA02 430 4.783 1.32558139535 8 F160W 30.0713 0.0324 30.4024 0.0203 22.4432 0.0053 5.9267 0.0607 3.03213367855 0.0310544677962 1.5354 0.0396 0.4588 0.0043 86.9648 0.4562 0.0877573378749 2.527e-04
