filename type galaxyID timeStep age(GYr) redshift(z) camera filter px(pixels) errpx(pixels) py(pixels) errpy(pixels) mag errmag rad(pixels) errrad(pixels) rad(kpc) errrad(kpc) sersicIndex(n) errsersicIndex(n) b/a errb/a angle(deg) errangle(deg) rff sky
string enum enum numeric numeric numeric enum enum
VELA05MRP_0.586746_0002526__skipir_CAMERA5-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA05MRP 586746 7.325 0.703577512777 5 F160W 48.9699 0.0259 49.1735 0.0231 22.8604 0.0094 5.4962 0.0955 2.39024275113 0.0415320007883 2.9268 0.0871 0.7997 0.0108 -63.6296 1.9068 0.116210887084 8.866e-06
VELA05MRP_0.586746_0002526__skipir_CAMERA6-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA05MRP 586746 7.325 0.703577512777 6 F160W 49.1227 0.0262 48.9670 0.0217 22.8824 0.0066 4.7681 0.0518 2.073599298 0.0225273051396 2.6664 0.0801 0.6636 0.0094 -82.4709 1.1024 0.0805524355938 1.068e-04
VELA05MRP_0.586746_0002526__skipir_CAMERA7-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA05MRP 586746 7.325 0.703577512777 7 F160W 48.9055 0.0231 49.1040 0.0255 22.8699 0.0098 5.6448 0.1047 2.45486741413 0.0455329893459 2.9247 0.0859 0.7825 0.0106 -30.3101 1.7633 0.121275364539 1.577e-05
VELA05MRP_0.586746_0002526__skipir_CAMERA8-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA05MRP 586746 7.325 0.703577512777 8 F160W 48.8959 0.0222 49.1424 0.0257 22.8671 0.0101 5.6577 0.1049 2.46047749592 0.045619967358 2.9604 0.0864 0.7800 0.0108 -31.9767 1.7258 0.120118144715 1.436e-05
VELA05MRP_0.589374_0001854__skipir_CAMERA0-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA05MRP 589374 7.358 0.69779286927 0 F160W 49.4220 0.0219 49.4408 0.0250 22.8290 0.0099 5.5993 0.1015 2.4269647791 0.0439942359007 2.9360 0.0855 0.7969 0.0108 -37.4991 1.8151 0.110387214303 3.028e-05
VELA05MRP_0.589374_0001854__skipir_CAMERA1-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA05MRP 589374 7.358 0.69779286927 1 F160W 49.5750 0.0247 49.4104 0.0191 22.8214 0.0077 6.0596 0.0930 2.62647755531 0.0403099895445 2.9664 0.0743 0.5322 0.0072 -62.1055 0.6436 0.0911944235564 -4.958e-06
VELA05MRP_0.589374_0001854__skipir_CAMERA5-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA05MRP 589374 7.358 0.69779286927 5 F160W 49.5303 0.0218 49.5876 0.0243 22.8175 0.0101 5.7081 0.1060 2.47412313246 0.0459447192658 3.0686 0.0910 0.7885 0.0106 20.1665 1.7178 0.109889027766 -1.967e-05
VELA05MRP_0.589374_0001854__skipir_CAMERA6-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA05MRP 589374 7.358 0.69779286927 6 F160W 49.4653 0.0251 49.3646 0.0209 22.8326 0.0076 5.0703 0.0695 2.19767462352 0.0301241319714 2.8722 0.0804 0.6481 0.0088 86.2770 0.9645 0.0741003735496 5.861e-05
VELA05MRP_0.589374_0001854__skipir_CAMERA7-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA05MRP 589374 7.358 0.69779286927 7 F160W 49.5628 0.0229 49.5061 0.0261 22.8231 0.0106 5.9377 0.1167 2.57364112815 0.0505825352671 3.0740 0.0883 0.7728 0.0104 -15.3529 1.5972 0.113262753062 -1.376e-05
VELA05MRP_0.589374_0001854__skipir_CAMERA8-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA05MRP 589374 7.358 0.69779286927 8 F160W 49.5784 0.0227 49.5336 0.0263 22.8265 0.0105 5.9180 0.1158 2.56510234542 0.0501924385941 3.0675 0.0876 0.7682 0.0102 -15.4552 1.5436 0.110628560753 -1.112e-05
VELA05MRP_0.591712_0002627__skipir_CAMERA0-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA05MRP 591712 7.407 0.689189189189 0 F160W 50.0701 0.0230 49.9916 0.0254 22.8168 0.0090 5.5618 0.0933 2.39851672711 0.0402354652521 2.7518 0.0730 0.8150 0.0104 -31.7725 2.0152 0.106970775053 7.030e-05
VELA05MRP_0.591712_0002627__skipir_CAMERA1-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA05MRP 591712 7.407 0.689189189189 1 F160W 50.0029 0.0256 49.9377 0.0190 22.8095 0.0070 5.9787 0.0837 2.57830413829 0.0360954816891 2.7407 0.0631 0.5402 0.0070 -62.7369 0.6486 0.0941146757852 3.156e-05
VELA05MRP_0.591712_0002627__skipir_CAMERA5-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA05MRP 591712 7.407 0.689189189189 5 F160W 49.9143 0.0226 49.9314 0.0251 22.7983 0.0087 5.8963 0.1021 2.54276927938 0.0440304501847 2.9293 0.0774 0.7774 0.0101 22.4487 1.6158 0.117638508006 -3.655e-06
VELA05MRP_0.591712_0002627__skipir_CAMERA6-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA05MRP 591712 7.407 0.689189189189 6 F160W 50.1131 0.0271 49.9169 0.0215 22.8040 0.0064 4.9812 0.0613 2.14813397121 0.0264355200424 2.7043 0.0704 0.6860 0.0091 84.1278 1.0905 0.0796902256504 5.565e-05
VELA05MRP_0.591712_0002627__skipir_CAMERA7-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA05MRP 591712 7.407 0.689189189189 7 F160W 49.8934 0.0249 49.9561 0.0290 22.8003 0.0095 6.1259 0.1110 2.64178388626 0.0478685599462 2.9317 0.0782 0.7529 0.0097 -6.6897 1.4653 0.12731079447 3.989e-06
VELA05MRP_0.591712_0002627__skipir_CAMERA8-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA05MRP 591712 7.407 0.689189189189 8 F160W 49.9054 0.0243 49.9666 0.0297 22.7912 0.0094 6.2765 0.1121 2.7067298784 0.0483429330628 2.8474 0.0738 0.7389 0.0094 -5.2113 1.3516 0.123562468838 9.583e-08
VELA05MRP_0.594084_0002709__skipir_CAMERA0-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA05MRP 594084 7.440 0.683501683502 0 F160W 50.0420 0.0221 49.9419 0.0242 22.8356 0.0086 5.4997 0.0912 2.36363037223 0.0391954270138 2.6664 0.0689 0.8198 0.0105 -36.0026 2.0303 0.103052565356 7.891e-05
VELA05MRP_0.594084_0002709__skipir_CAMERA1-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA05MRP 594084 7.440 0.683501683502 1 F160W 50.0340 0.0257 49.7866 0.0179 22.8178 0.0066 5.8612 0.0771 2.51899382471 0.0331356077057 2.6722 0.0624 0.5335 0.0068 -64.0988 0.6307 0.0838038809219 3.557e-05
VELA05MRP_0.594084_0002709__skipir_CAMERA5-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA05MRP 594084 7.440 0.683501683502 5 F160W 49.9889 0.0246 49.8957 0.0214 22.8393 0.0083 5.5433 0.0870 2.3823685369 0.0373903744539 2.6960 0.0697 0.8108 0.0106 62.7180 1.9742 0.116352658452 6.020e-05
VELA05MRP_0.594084_0002709__skipir_CAMERA6-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA05MRP 594084 7.440 0.683501683502 6 F160W 50.0899 0.0249 49.8151 0.0210 22.8057 0.0065 4.9544 0.0565 2.12927438155 0.0242822546741 2.7546 0.0755 0.6757 0.0089 80.1932 1.0645 0.0830620973052 6.829e-05
VELA05MRP_0.594084_0002709__skipir_CAMERA7-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA05MRP 594084 7.440 0.683501683502 7 F160W 49.9023 0.0251 49.9231 0.0289 22.8263 0.0090 5.8918 0.1018 2.53214492193 0.0437510358553 2.8136 0.0759 0.7760 0.0101 4.8298 1.6218 0.12587747206 1.280e-05
VELA05MRP_0.594084_0002709__skipir_CAMERA8-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA05MRP 594084 7.440 0.683501683502 8 F160W 49.8968 0.0260 49.9200 0.0290 22.8286 0.0090 5.9063 0.1033 2.538376651 0.0443956974838 2.8164 0.0728 0.7764 0.0099 7.0111 1.6296 0.121344705157 1.333e-05
VELA05MRP_0.596729_0002159__skipir_CAMERA0-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA05MRP 596729 7.489 0.675041876047 0 F160W 50.4794 0.0230 50.5375 0.0271 22.7650 0.0089 5.7161 0.0958 2.44389249048 0.040958853167 2.7979 0.0732 0.8035 0.0104 -25.7907 1.8261 0.111201115299 6.325e-05
VELA05MRP_0.596729_0002159__skipir_CAMERA1-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA05MRP 596729 7.489 0.675041876047 1 F160W 50.4625 0.0244 50.4073 0.0187 22.7699 0.0065 6.0857 0.0791 2.60191328516 0.0338188443164 2.5578 0.0546 0.5440 0.0067 -65.9095 0.6184 0.0869197569466 4.571e-05
VELA05MRP_0.596729_0002159__skipir_CAMERA5-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA05MRP 596729 7.489 0.675041876047 5 F160W 50.5070 0.0251 50.5332 0.0227 22.7597 0.0084 5.7090 0.0926 2.44085691786 0.0395907077585 2.7524 0.0664 0.8124 0.0100 77.3262 1.8959 0.108193597539 2.508e-05
VELA05MRP_0.596729_0002159__skipir_CAMERA6-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA05MRP 596729 7.489 0.675041876047 6 F160W 50.5313 0.0250 50.3952 0.0200 22.7355 0.0067 5.0797 0.0625 2.17180257236 0.0267215900098 2.8314 0.0717 0.6748 0.0084 79.2197 0.9775 0.0728864748245 3.093e-05
VELA05MRP_0.596729_0002159__skipir_CAMERA7-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA05MRP 596729 7.489 0.675041876047 7 F160W 50.5346 0.0223 50.4716 0.0267 22.7590 0.0088 6.1152 0.1034 2.61452587565 0.0442081985122 2.7941 0.0690 0.7722 0.0093 9.7033 1.5017 0.117414384188 -1.594e-06
VELA05MRP_0.596729_0002159__skipir_CAMERA8-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA05MRP 596729 7.489 0.675041876047 8 F160W 50.5385 0.0230 50.4553 0.0264 22.7597 0.0089 6.1295 0.1034 2.62063977544 0.0442081985122 2.7792 0.0675 0.7668 0.0091 13.6018 1.4454 0.112548624144 -2.500e-06
VELA05MRP_a0.289_0001507__skipir_CAMERA1-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA05MRP 289 2.690 2.46020761246 1 F160W 19.3078 0.1885 19.9125 0.1260 26.0858 0.0392 4.9916 0.3340 2.4717024865 0.165387577228 0.9685 0.2080 0.4495 0.0354 -53.7958 3.3816 1.01597779 -8.143e-06
VELA05MRP_a0.289_0001507__skipir_CAMERA5-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA05MRP 289 2.690 2.46020761246 5 F160W 19.5857 0.1963 21.2255 0.3120 26.2689 0.0521 6.7747 0.3551 3.3546443696 0.175835714592 0.4159 0.1229 0.4827 0.0325 -18.3339 3.6797 1.37070018883 2.904e-05
VELA05MRP_a0.289_0001507__skipir_CAMERA6-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA05MRP 289 2.690 2.46020761246 6 F160W 21.2241 0.3664 20.6490 0.1461 26.1565 0.0486 7.7424 0.4456 3.83382268841 0.220648815607 0.6826 0.1775 0.2827 0.0286 -82.6834 1.9527 1.28105062226 -6.318e-06
VELA12_a0.200_0018223__skipir_CAMERA0-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA12 200 1.558 4.0 0 F160W 65.5330 0.1012 66.6240 0.0706 24.7311 0.0156 5.5675 0.1241 2.37061057517 0.0528410906832 0.6389 0.0545 0.6109 0.0123 78.2758 1.9812 0.431478381853 2.759e-06
VELA12_a0.200_0018223__skipir_CAMERA1-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA12 200 1.558 4.0 1 F160W 69.9526 0.1303 66.6869 0.0998 25.1331 0.0172 5.2066 0.1638 2.2169413598 0.0697451301685 0.7243 0.0785 0.7680 0.0264 -87.4012 5.0064 0.582193566782 4.380e-06
VELA12_a0.200_0018223__skipir_CAMERA5-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA12 200 1.558 4.0 5 F160W 69.7320 0.0864 66.8698 0.0715 24.8011 0.0136 4.8259 0.1154 2.05484141441 0.0491366790076 0.6615 0.0587 0.7412 0.0192 -71.6684 3.5413 0.42512848072 5.260e-06
VELA12_a0.200_0018223__skipir_CAMERA6-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA12 200 1.558 4.0 6 F160W 68.5241 0.1103 66.5328 0.0710 24.8848 0.0164 5.1038 0.1465 2.17316969081 0.0623788862619 0.9729 0.0780 0.6911 0.0224 85.9065 3.1849 0.466626089346 3.910e-06
VELA12_a0.200_0018223__skipir_CAMERA7-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA12 200 1.558 4.0 7 F160W 69.4065 0.0674 67.1466 0.0657 24.8831 0.0162 4.2512 0.1248 1.8101373466 0.0531391467951 0.7372 0.0659 0.8067 0.0220 -43.4751 5.3637 0.374545834978 5.869e-06
VELA12_a0.200_0018223__skipir_CAMERA8-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA12 200 1.558 4.0 8 F160W 69.3731 0.0680 67.1890 0.0756 24.8776 0.0158 4.3762 0.1180 1.86336165228 0.0502437445659 0.7225 0.0661 0.8231 0.0244 -46.5117 5.9573 0.383906701494 2.182e-06
VELA12_a0.210_0017003__skipir_CAMERA0-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA12 210 1.676 3.7619047619 0 F160W 68.7883 0.0646 69.5542 0.0632 24.5510 0.0131 5.3653 0.1471 2.34109726047 0.0641856759203 1.1874 0.0701 0.7428 0.0191 57.7717 3.4379 0.39720743879 4.440e-06
VELA12_a0.210_0017003__skipir_CAMERA1-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA12 210 1.676 3.7619047619 1 F160W 68.9290 0.1094 69.6447 0.0709 24.9445 0.0149 5.1289 0.1588 2.23794638496 0.0692908588453 1.0213 0.0945 0.6088 0.0190 72.9098 2.5634 0.428540204384 4.678e-06
VELA12_a0.210_0017003__skipir_CAMERA5-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA12 210 1.676 3.7619047619 5 F160W 69.0309 0.0610 69.6591 0.0720 24.6726 0.0136 5.5126 0.1630 2.40537020447 0.0711234886132 1.2298 0.0810 0.7500 0.0220 -47.8941 3.8163 0.464272033854 3.330e-06
VELA12_a0.210_0017003__skipir_CAMERA6-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA12 210 1.676 3.7619047619 6 F160W 69.9205 0.1315 69.4972 0.0674 24.9893 0.0199 6.8968 0.1924 3.00935261514 0.0839518969888 0.9099 0.0875 0.3979 0.0135 -72.5520 1.3040 0.610898040477 7.839e-06
VELA12_a0.210_0017003__skipir_CAMERA7-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA12 210 1.676 3.7619047619 7 F160W 68.7537 0.0534 69.7595 0.0744 24.6303 0.0150 4.9565 0.1402 2.16272129639 0.0611749270158 1.1142 0.0584 0.9238 0.0254 -0.0555 13.0640 0.450126712546 5.520e-06
VELA12_a0.210_0017003__skipir_CAMERA8-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA12 210 1.676 3.7619047619 8 F160W 68.7751 0.0784 70.0569 0.0902 24.6286 0.0143 5.2558 0.1310 2.29331798438 0.0571605951431 0.9545 0.0656 0.8430 0.0229 -5.9084 5.9336 0.422651700652 5.722e-06
VELA12_a0.220_0018252__skipir_CAMERA0-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA12 220 1.796 3.54545454545 0 F160W 70.9993 0.0585 69.8786 0.0511 24.4447 0.0121 4.7262 0.1167 2.10857232151 0.0520651665016 1.2394 0.0825 0.7606 0.0203 -41.5556 3.7260 0.280763972295 3.856e-06
VELA12_a0.220_0018252__skipir_CAMERA1-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA12 220 1.796 3.54545454545 1 F160W 71.6996 0.1340 71.4800 0.0729 24.9779 0.0200 6.5037 0.1684 2.90159574444 0.075130882938 0.6545 0.0657 0.4215 0.0131 -82.8285 1.3649 0.556787571991 4.438e-06
VELA12_a0.220_0018252__skipir_CAMERA5-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA12 220 1.796 3.54545454545 5 F160W 71.1532 0.0763 71.0546 0.0564 24.6467 0.0119 4.7301 0.1234 2.11031228851 0.0550543405852 1.1999 0.0902 0.5711 0.0188 -86.0662 1.8744 0.287837166305 2.046e-06
VELA12_a0.220_0018252__skipir_CAMERA6-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA12 220 1.796 3.54545454545 6 F160W 70.7628 0.0886 71.4299 0.0641 24.9454 0.0146 4.5828 0.1295 2.04459507321 0.0577758274375 0.9373 0.0822 0.5350 0.0180 -71.0396 2.0303 0.343597256112 5.694e-06
VELA12_a0.220_0018252__skipir_CAMERA7-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA12 220 1.796 3.54545454545 7 F160W 71.2455 0.0750 70.9198 0.0591 24.5726 0.0129 4.8599 0.1225 2.16822195956 0.0546528097382 1.0719 0.0663 0.6397 0.0169 -77.0950 2.1914 0.340391174633 3.847e-06
VELA12_a0.220_0018252__skipir_CAMERA8-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA12 220 1.796 3.54545454545 8 F160W 71.2307 0.0757 70.8728 0.0585 24.5788 0.0120 5.0382 0.1320 2.24776968182 0.0588911909015 1.1684 0.0828 0.6137 0.0181 -77.7496 2.1326 0.311198288138 3.862e-06
VELA12_a0.230_0017909__skipir_CAMERA0-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA12 230 1.919 3.34782608696 0 F160W 73.4449 0.0651 72.7730 0.0613 24.3628 0.0110 4.6394 0.0854 2.11199419609 0.0388766444682 0.6499 0.0437 0.8556 0.0162 -66.9507 5.0048 0.300405387683 4.977e-06
VELA12_a0.230_0017909__skipir_CAMERA1-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA12 230 1.919 3.34782608696 1 F160W 71.1854 0.1008 72.1983 0.0723 24.8905 0.0176 5.1559 0.1218 2.34712050601 0.0554470175202 0.7714 0.0692 0.5303 0.0154 -80.3330 1.7742 0.421387564261 5.602e-06
VELA12_a0.230_0017909__skipir_CAMERA5-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA12 230 1.919 3.34782608696 5 F160W 70.9046 0.0837 72.8244 0.0524 24.5459 0.0126 5.0259 0.1011 2.28794060226 0.0460237559219 0.7189 0.0495 0.5604 0.0117 -80.4544 1.4827 0.314257462431 4.418e-06
VELA12_a0.230_0017909__skipir_CAMERA6-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA12 230 1.919 3.34782608696 6 F160W 71.6841 0.0862 72.1655 0.0592 24.6448 0.0130 5.0685 0.1117 2.30733340149 0.0508491942283 0.8459 0.0649 0.5721 0.0167 85.8949 1.7547 0.324861493057 3.573e-06
VELA12_a0.230_0017909__skipir_CAMERA7-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA12 230 1.919 3.34782608696 7 F160W 71.1386 0.0626 72.2143 0.0472 24.4163 0.0102 4.8137 0.0877 2.19134079012 0.0399236735347 0.5503 0.0387 0.7144 0.0131 -63.6729 2.3446 0.285739930803 3.738e-06
VELA12_a0.230_0017909__skipir_CAMERA8-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA12 230 1.919 3.34782608696 8 F160W 71.0239 0.0718 72.2046 0.0524 24.4202 0.0121 4.7486 0.0899 2.16170531524 0.0409251795982 0.6107 0.0421 0.6921 0.0111 -65.3143 2.2024 0.281341334873 4.548e-06
VELA12_a0.240_0016460__skipir_CAMERA0-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA12 240 2.044 3.16666666667 0 F160W 75.3104 0.0597 74.5478 0.0630 24.2021 0.0102 4.6971 0.0789 2.17764161043 0.0365791494885 0.5963 0.0352 0.9765 0.0156 -27.8427 28.8163 0.285082638002 6.702e-06
VELA12_a0.240_0016460__skipir_CAMERA1-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA12 240 2.044 3.16666666667 1 F160W 73.7086 0.1180 74.7489 0.0691 24.8894 0.0190 6.1074 0.1310 2.83147652201 0.0607334421166 0.3664 0.0447 0.4584 0.0126 -86.5333 1.2436 0.477454972 1.000e-05
VELA12_a0.240_0016460__skipir_CAMERA5-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA12 240 2.044 3.16666666667 5 F160W 73.3102 0.0754 74.6190 0.0540 24.3945 0.0107 4.9056 0.0949 2.27430514234 0.0439969744799 0.6721 0.0479 0.6648 0.0117 -89.3868 1.9432 0.270794861745 5.562e-06
VELA12_a0.240_0016460__skipir_CAMERA6-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA12 240 2.044 3.16666666667 6 F160W 73.7577 0.0872 74.4795 0.0474 24.6308 0.0132 5.3196 0.1073 2.466241364 0.0497457888482 0.6490 0.0494 0.4911 0.0114 -87.3319 1.2526 0.289754195138 1.163e-05
VELA12_a0.240_0016460__skipir_CAMERA7-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA12 240 2.044 3.16666666667 7 F160W 73.4432 0.0639 74.1528 0.0520 24.2748 0.0090 4.8604 0.0818 2.25334978674 0.0379236302682 0.6110 0.0382 0.7590 0.0123 -76.9377 2.5606 0.236885186477 9.157e-06
VELA12_a0.240_0016460__skipir_CAMERA8-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA12 240 2.044 3.16666666667 8 F160W 73.4011 0.0654 74.2169 0.0512 24.2796 0.0094 4.7774 0.0800 2.2148698196 0.0370891249567 0.5952 0.0368 0.7405 0.0119 -82.2168 2.2206 0.244576731166 8.118e-06
VELA12_a0.251_0014557__skipir_CAMERA0-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA12 251 2.184 2.98406374502 0 F160W 76.8575 0.0494 76.4645 0.0533 23.9416 0.0086 4.7610 0.0679 2.24742896428 0.0320521795158 0.6231 0.0303 0.9029 0.0121 16.2093 5.6148 0.219744943311 3.342e-06
VELA12_a0.251_0014557__skipir_CAMERA1-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA12 251 2.184 2.98406374502 1 F160W 75.9594 0.0839 76.7939 0.0496 24.5340 0.0146 5.8934 0.0935 2.78197812605 0.0441366536779 0.4338 0.0370 0.4219 0.0098 -80.2174 0.8887 0.248938983534 6.855e-06
VELA12_a0.251_0014557__skipir_CAMERA5-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA12 251 2.184 2.98406374502 5 F160W 75.7383 0.0539 76.6320 0.0434 24.0656 0.0081 4.5397 0.0653 2.14296434975 0.0308248501088 0.6849 0.0366 0.7014 0.0111 -82.3507 1.8672 0.164434655551 3.518e-06
VELA12_a0.251_0014557__skipir_CAMERA6-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA12 251 2.184 2.98406374502 6 F160W 75.9037 0.0690 76.6283 0.0439 24.3020 0.0102 4.9486 0.0869 2.3359855015 0.041021125183 0.6911 0.0435 0.5470 0.0099 86.4885 1.1862 0.227893714019 6.140e-06
VELA12_a0.251_0014557__skipir_CAMERA7-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA12 251 2.184 2.98406374502 7 F160W 76.0606 0.0494 76.3074 0.0415 23.9648 0.0079 4.6823 0.0691 2.21027864723 0.0326186392422 0.6878 0.0343 0.7895 0.0109 -82.2559 2.4880 0.184598544373 3.709e-06
VELA12_a0.251_0014557__skipir_CAMERA8-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA12 251 2.184 2.98406374502 8 F160W 75.9901 0.0532 76.3792 0.0452 23.9831 0.0083 4.7393 0.0699 2.23718548423 0.0329962790598 0.6618 0.0345 0.7767 0.0112 -83.7334 2.3076 0.194311302438 5.067e-06
VELA12_a0.260_0015918__skipir_CAMERA0-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA12 260 2.301 2.84615384615 0 F160W 78.5904 0.0378 78.1975 0.0416 23.7851 0.0079 4.7172 0.0624 2.25649599517 0.0298493492112 0.5756 0.0264 0.9854 0.0127 -1.2511 36.2346 0.201671093921 5.207e-06
VELA12_a0.260_0015918__skipir_CAMERA1-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA12 260 2.301 2.84615384615 1 F160W 76.8397 0.0842 77.9207 0.0465 24.5003 0.0145 5.7968 0.0929 2.77292800492 0.044439175348 0.4374 0.0387 0.3989 0.0102 -87.1609 0.8414 0.321532749346 5.805e-06
VELA12_a0.260_0015918__skipir_CAMERA5-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA12 260 2.301 2.84615384615 5 F160W 77.2070 0.0545 78.3460 0.0444 24.0167 0.0089 4.8063 0.0676 2.29911742169 0.0323367949788 0.6253 0.0342 0.6754 0.0092 88.3063 1.5270 0.192251808769 6.557e-06
VELA12_a0.260_0015918__skipir_CAMERA6-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA12 260 2.301 2.84615384615 6 F160W 77.5431 0.0619 77.8669 0.0386 24.2313 0.0112 5.0233 0.0744 2.40292044699 0.0355896086748 0.5043 0.0342 0.4504 0.0085 88.5521 0.9057 0.177529327091 1.075e-05
VELA12_a0.260_0015918__skipir_CAMERA7-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA12 260 2.301 2.84615384615 7 F160W 77.2950 0.0520 77.9648 0.0459 23.8921 0.0082 4.7001 0.0643 2.24831612544 0.0307582236262 0.6848 0.0329 0.7917 0.0117 -87.0437 2.4208 0.196630060277 8.396e-06
VELA12_a0.260_0015918__skipir_CAMERA8-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA12 260 2.301 2.84615384615 8 F160W 77.2963 0.0525 78.0096 0.0444 23.9052 0.0080 4.6636 0.0656 2.23085616957 0.0313800850681 0.6885 0.0331 0.7781 0.0102 -89.2839 2.3512 0.182820783268 5.506e-06
VELA12_a0.280_0015633__skipir_CAMERA0-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA12 280 2.568 2.57142857143 0 F160W 82.3094 0.0449 82.2660 0.0486 23.6719 0.0082 4.7802 0.0629 2.34473751299 0.0308531001981 0.7602 0.0303 0.9491 0.0117 -24.0152 9.6265 0.185913662427 6.904e-06
VELA12_a0.280_0015633__skipir_CAMERA1-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA12 280 2.568 2.57142857143 1 F160W 81.3229 0.0808 81.9228 0.0447 24.3180 0.0132 5.8995 0.0927 2.89376573321 0.0454703082411 0.5306 0.0360 0.3929 0.0090 89.9898 0.7604 0.26690875653 8.563e-06
VELA12_a0.280_0015633__skipir_CAMERA5-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA12 280 2.568 2.57142857143 5 F160W 81.4008 0.0517 82.3863 0.0386 23.8053 0.0077 4.7687 0.0632 2.33909664411 0.0310002532992 0.7525 0.0338 0.6999 0.0102 82.7295 1.6083 0.171829762201 5.550e-06
VELA12_a0.280_0015633__skipir_CAMERA6-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA12 280 2.568 2.57142857143 6 F160W 81.7006 0.0624 81.7955 0.0358 24.1424 0.0104 4.8860 0.0757 2.39663350664 0.0371316325119 0.7163 0.0400 0.4123 0.0087 85.7318 0.8376 0.19519870212 7.912e-06
VELA12_a0.280_0015633__skipir_CAMERA7-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA12 280 2.568 2.57142857143 7 F160W 81.3812 0.0501 82.0371 0.0411 23.7413 0.0074 4.7912 0.0664 2.3501331267 0.0325698863776 0.7510 0.0320 0.7658 0.0102 89.5763 2.0535 0.176947880278 7.454e-06
