galfit result file run on 08-14-2014
type galaxyID timeStep age(GYr) redshift(z) camera filter px(pixels) py(pixels) mag rad(pixels) rad(kpc) sersicIndex(n) b/a angle(deg) sky
bulge VELA02 260 2.301 2.84615384615 5 F160W 304.0179 299.9301 21.9934 6.5184 0.7793138304 0.8835 0.7165 -61.6873 0.000e+00
disk VELA02 260 2.301 2.84615384615 6 F160W 298.7388 299.5575 19.2608 36.6030 4.376108268 1.0000 0.4058 -89.9215 0.000e+00
bulge VELA02 260 2.301 2.84615384615 6 F160W 302.4823 301.3799 22.2280 16.7960 2.008062576 7.0850 0.8528 -52.6057 0.000e+00
disk VELA02 260 2.301 2.84615384615 7 F160W 299.4267 303.1506 19.1396 32.4606 3.8808594936 1.0000 0.9361 -75.0666 0.000e+00
bulge VELA02 260 2.301 2.84615384615 7 F160W 300.3317 300.2473 24.7935 27.5619 3.2951905164 19.6365 0.9535 76.4090 0.000e+00
disk VELA02 260 2.301 2.84615384615 8 F160W 298.8521 303.1678 19.1348 32.9943 3.9446665308 1.0000 0.9129 -67.6460 0.000e+00
bulge VELA02 260 2.301 2.84615384615 8 F160W 299.1509 300.5887 25.1132 25.0248 2.9918649888 19.2856 0.8369 37.4947 0.000e+00
disk VELA02 270 2.434 2.7037037037 0 F160W 297.8427 298.5966 19.2675 36.8492 4.4055429552 1.0000 0.9328 52.3257 0.000e+00
bulge VELA02 270 2.434 2.7037037037 0 F160W 300.9872 298.8416 21.7882 6.3960 0.764680176 0.8418 0.8838 -22.9194 0.000e+00
disk VELA02 270 2.434 2.7037037037 1 F160W 308.9422 299.7082 19.4551 35.0675 4.19253003 1.0000 0.3633 89.9108 0.000e+00
bulge VELA02 270 2.434 2.7037037037 1 F160W 263.8578 303.3596 20.9384 28.8801 3.4527892356 1.2701 0.6478 -70.0015 0.000e+00
disk VELA02 270 2.434 2.7037037037 5 F160W 296.3710 300.4249 19.2818 36.7709 4.3961817204 1.0000 0.8591 85.3772 0.000e+00
bulge VELA02 270 2.434 2.7037037037 5 F160W 300.0822 298.4910 21.9187 8.7604 1.0473583824 0.9576 0.4585 -76.5052 0.000e+00
other VELA02 270 2.434 2.7037037037 6 F160W 364.2217 295.9850 21.2602 16.9992 2.0323563552 0.3585 0.5689 -48.6736 0.000e+00
disk VELA02 270 2.434 2.7037037037 6 F160W 298.7197 299.9866 19.4164 37.3116 4.4608256496 1.0000 0.4041 88.4801 0.000e+00
bulge VELA02 270 2.434 2.7037037037 6 F160W 317.4744 304.5174 22.9173 301.3206 36.0246856536 12.5531 0.6461 16.1758 0.000e+00
disk VELA02 270 2.434 2.7037037037 7 F160W 298.2020 302.2910 19.2894 35.1523 4.2026683788 1.0000 0.9051 -89.5725 0.000e+00
bulge VELA02 270 2.434 2.7037037037 7 F160W 299.1194 299.0875 21.7870 8.6562 1.0349006472 0.8060 0.4553 -88.6478 0.000e+00
disk VELA02 270 2.434 2.7037037037 8 F160W 297.6006 302.2168 19.2810 35.9263 4.2952047228 1.0000 0.8883 89.5608 0.000e+00
bulge VELA02 270 2.434 2.7037037037 8 F160W 299.3910 298.9778 21.7683 8.3847 1.0024411932 0.8196 0.4835 -86.1997 0.000e+00
disk VELA02 280 2.568 2.57142857143 0 F160W 300.8357 302.0720 19.2315 36.5397 4.3685403732 1.0000 0.9221 80.4486 0.000e+00
bulge VELA02 280 2.568 2.57142857143 0 F160W 300.5100 300.0852 21.9338 4.6916 0.5609089296 0.8521 0.9915 -48.9873 0.000e+00
disk VELA02 280 2.568 2.57142857143 1 F160W 298.9032 298.4486 19.3847 35.8038 4.2805591128 1.0000 0.4451 -85.6995 0.000e+00
other VELA02 280 2.568 2.57142857143 1 F160W 18.8072 173.0591 23.2396 31.1009 3.7182992004 1.4095 0.3563 36.4046 0.000e+00
bulge VELA02 280 2.568 2.57142857143 1 F160W 245.7263 296.6904 20.8189 26.4508 3.1623518448 1.0425 0.7499 83.6141 0.000e+00
disk VELA02 280 2.568 2.57142857143 5 F160W 301.7113 301.8134 19.2467 36.8836 4.4096556816 1.0000 0.7925 87.3336 0.000e+00
other VELA02 280 2.568 2.57142857143 5 F160W 371.4859 250.8560 21.0794 20.6153 2.4646828068 0.8465 0.5659 -69.3414 0.000e+00
bulge VELA02 280 2.568 2.57142857143 5 F160W 300.5609 299.1017 21.7882 10.1250 1.2105045 0.9005 0.3658 -89.4111 0.000e+00
disk VELA02 280 2.568 2.57142857143 6 F160W 303.8391 300.0917 19.5927 34.2216 4.0913976096 1.0000 0.4172 -88.7265 0.000e+00
other VELA02 280 2.568 2.57142857143 6 F160W 382.7050 281.8033 20.6571 14.9973 1.7930171988 0.8544 0.8499 28.0371 0.000e+00
bulge VELA02 280 2.568 2.57142857143 6 F160W 250.3507 301.4043 20.9451 27.2822 3.2617507032 0.9118 0.6842 62.5983 0.000e+00
other VELA02 280 2.568 2.57142857143 7 F160W 326.7653 221.6720 21.2194 21.8163 2.6082695628 1.0707 0.4547 81.7552 0.000e+00
disk VELA02 280 2.568 2.57142857143 7 F160W 303.0893 301.4584 19.2794 35.4119 4.2337051164 1.0000 0.8969 -86.4135 0.000e+00
bulge VELA02 280 2.568 2.57142857143 7 F160W 299.8124 299.2927 21.6743 7.7524 0.9268459344 0.9993 0.5821 76.7510 0.000e+00
other VELA02 280 2.568 2.57142857143 8 F160W 335.2192 224.7625 21.2025 22.7679 2.7220390524 1.0126 0.4523 86.9378 0.000e+00
disk VELA02 280 2.568 2.57142857143 8 F160W 303.1034 301.4966 19.2907 34.3371 4.1052063276 1.0000 0.9222 -86.1649 0.000e+00
bulge VELA02 280 2.568 2.57142857143 8 F160W 299.7178 299.3002 21.6848 8.1513 0.9745368228 1.0083 0.5361 79.0102 0.000e+00
other VELA02 290 2.704 2.44827586207 0 F160W 419.3350 283.9251 20.4981 20.5017 2.4511012452 1.2498 0.6042 5.0060 0.000e+00
disk VELA02 290 2.704 2.44827586207 0 F160W 299.9736 303.4084 19.0699 39.1427 4.6797446412 1.0000 0.9430 -18.5919 0.000e+00
bulge VELA02 290 2.704 2.44827586207 0 F160W 300.4644 300.0736 21.9779 4.5131 0.5395681836 0.9338 0.9449 74.8095 0.000e+00
disk VELA02 290 2.704 2.44827586207 1 F160W 298.1378 299.9881 19.2691 40.3493 4.8240009108 1.0000 0.3573 -89.7740 0.000e+00
other VELA02 290 2.704 2.44827586207 1 F160W 276.5630 540.3369 20.4938 15.4261 1.8442828116 1.4664 0.7240 79.3667 0.000e+00
bulge VELA02 290 2.704 2.44827586207 1 F160W 261.1131 383.3411 22.0631 5153.6211 616.146324232 6.4490 0.7189 65.1747 0.000e+00
other VELA02 290 2.704 2.44827586207 5 F160W 404.8317 435.4197 20.4696 18.8812 2.2573607472 1.5146 0.6877 -3.5188 0.000e+00
disk VELA02 290 2.704 2.44827586207 5 F160W 301.1534 303.3971 19.1757 38.7790 4.636262124 1.0000 0.8430 -80.5954 0.000e+00
bulge VELA02 290 2.704 2.44827586207 5 F160W 300.3671 299.3944 21.3096 18.4252 2.2028432112 1.7990 0.2845 83.0967 0.000e+00
disk VELA02 290 2.704 2.44827586207 6 F160W 296.4530 299.6736 19.3111 37.2160 4.449396096 1.0000 0.4308 -87.2028 0.000e+00
other VELA02 290 2.704 2.44827586207 6 F160W 415.1814 533.0770 20.5491 14.4179 1.7237464524 1.2173 0.8049 63.7785 0.000e+00
bulge VELA02 290 2.704 2.44827586207 6 F160W 354.3140 290.5327 21.3677 24.8844 2.9750793264 2.3611 0.7739 49.4699 0.000e+00
other VELA02 290 2.704 2.44827586207 7 F160W 352.4608 355.1275 20.2434 23.3419 2.7906641964 1.3796 0.8198 -52.6881 0.000e+00
disk VELA02 290 2.704 2.44827586207 7 F160W 301.1758 301.5862 19.1618 38.7496 4.6327471776 1.0000 0.8475 -85.3722 0.000e+00
bulge VELA02 290 2.704 2.44827586207 7 F160W 300.3512 299.6832 21.8844 6.6898 0.7998057288 1.0738 0.6323 70.1098 0.000e+00
disk VELA02 290 2.704 2.44827586207 8 F160W 301.2837 302.2905 19.1333 40.0865 4.792581594 1.0000 0.8311 -81.5771 0.000e+00
other VELA02 290 2.704 2.44827586207 8 F160W 363.2792 363.3590 20.2875 22.7998 2.7258528888 1.3633 0.7049 -37.2107 0.000e+00
bulge VELA02 290 2.704 2.44827586207 8 F160W 300.3037 299.5767 21.8202 7.1911 0.8597391516 1.1138 0.6021 70.5875 0.000e+00
disk VELA02 300 2.842 2.33333333333 0 F160W 299.7880 298.3260 18.9662 38.1928 4.5661783968 1.0000 0.9274 89.4167 0.000e+00
bulge VELA02 300 2.842 2.33333333333 0 F160W 300.7748 301.0767 21.9793 3.5093 0.4195578708 0.5782 0.9465 -88.5076 0.000e+00
other VELA02 300 2.842 2.33333333333 1 F160W 508.7974 342.5691 20.6808 22.0504 2.6362576224 0.9810 0.8816 -74.0487 0.000e+00
disk VELA02 300 2.842 2.33333333333 1 F160W 306.9863 301.5195 19.0559 42.3877 5.0677038612 1.0000 0.3737 85.6312 0.000e+00
bulge VELA02 300 2.842 2.33333333333 1 F160W 298.4667 299.7411 21.6304 15.5345 1.857242682 3.9783 0.7553 -50.4459 0.000e+00
disk VELA02 300 2.842 2.33333333333 5 F160W 298.0652 299.7649 18.9184 40.6348 4.8581341488 1.0000 0.7430 76.6818 0.000e+00
bulge VELA02 300 2.842 2.33333333333 5 F160W 300.8299 300.4365 21.9498 4.1704 0.4985963424 0.7218 0.7013 69.3898 0.000e+00
disk VELA02 300 2.842 2.33333333333 6 F160W 299.7227 300.2924 18.9613 46.0956 5.5110055536 1.0000 0.3283 88.1548 0.000e+00
bulge VELA02 300 2.842 2.33333333333 6 F160W 299.5719 301.5237 22.2366 19.4626 2.3268706056 4.7837 0.5904 58.0028 0.000e+00
disk VELA02 300 2.842 2.33333333333 7 F160W 297.8726 300.4743 18.9033 38.8755 4.647799278 1.0000 0.8858 59.4819 0.000e+00
bulge VELA02 300 2.842 2.33333333333 7 F160W 301.0372 300.4164 22.0431 3.5340 0.422510904 0.5671 0.8759 53.6344 0.000e+00
disk VELA02 300 2.842 2.33333333333 8 F160W 298.1472 300.3965 18.9026 38.9336 4.6547454816 1.0000 0.8769 69.9622 0.000e+00
bulge VELA02 300 2.842 2.33333333333 8 F160W 301.0729 300.4148 22.0409 3.6091 0.4314895596 0.5806 0.8363 53.8936 0.000e+00
disk VELA02 310 2.982 2.22580645161 0 F160W 299.5500 301.1370 19.1386 36.6258 4.3788341448 1.0000 0.9111 12.3124 0.000e+00
bulge VELA02 310 2.982 2.22580645161 0 F160W 300.1500 300.3616 21.7966 3.6444 0.4357098864 0.8508 0.8765 77.5955 0.000e+00
other VELA02 310 2.982 2.22580645161 1 F160W 503.4173 110.6923 20.8978 17.1148 2.0461770288 1.1786 0.8415 -87.5157 0.000e+00
disk VELA02 310 2.982 2.22580645161 1 F160W 300.6141 300.6354 19.1230 40.0745 4.791146922 1.0000 0.3443 87.1725 0.000e+00
bulge VELA02 310 2.982 2.22580645161 1 F160W 301.5005 302.3555 22.3978 98.9180 11.826240408 15.2949 0.8828 67.5641 0.000e+00
disk VELA02 310 2.982 2.22580645161 5 F160W 299.8239 302.3485 19.0831 33.4887 4.0037750172 1.0000 0.9408 87.5494 0.000e+00
other VELA02 310 2.982 2.22580645161 5 F160W 168.7267 35.4715 21.6467 13.0426 1.5593210856 3.8318 0.5144 -40.9369 0.000e+00
bulge VELA02 310 2.982 2.22580645161 5 F160W 300.0319 300.6074 21.9914 2.9824 0.3565638144 0.6680 0.9224 47.0741 0.000e+00
disk VELA02 310 2.982 2.22580645161 6 F160W 302.4435 301.9048 19.1246 42.0458 5.0268276648 1.0000 0.4541 -89.7854 0.000e+00
bulge VELA02 310 2.982 2.22580645161 6 F160W 302.5071 302.3836 22.8011 25.1598 3.0080050488 10.5704 0.7142 -14.6666 0.000e+00
other VELA02 310 2.982 2.22580645161 7 F160W 71.9795 114.2642 22.4979 13.3800 1.59965928 2.8730 0.6010 -79.5685 0.000e+00
disk VELA02 310 2.982 2.22580645161 7 F160W 300.6145 302.1035 19.1279 37.0959 4.4350374204 1.0000 0.8158 -46.2199 0.000e+00
bulge VELA02 310 2.982 2.22580645161 7 F160W 300.1046 300.8525 21.8828 3.3600 0.40170816 0.7578 0.8583 40.4959 0.000e+00
other VELA02 310 2.982 2.22580645161 8 F160W 101.6295 96.0377 22.5150 14.1236 1.6885611216 2.7947 0.5610 -68.6111 0.000e+00
disk VELA02 310 2.982 2.22580645161 8 F160W 300.5572 301.9920 19.1108 36.4941 4.3630886196 1.0000 0.8613 -42.8759 0.000e+00
bulge VELA02 310 2.982 2.22580645161 8 F160W 300.0656 300.8052 21.8759 3.3830 0.404457948 0.7626 0.8530 47.9893 0.000e+00
other VELA02 320 3.124 2.125 0 F160W 401.5348 128.1848 21.0046 11.7231 1.4015669436 1.5983 0.7586 7.3496 0.000e+00
disk VELA02 320 3.124 2.125 0 F160W 298.6903 301.6947 19.0047 39.4258 4.7135909448 1.0000 0.8383 46.0804 0.000e+00
other VELA02 320 3.124 2.125 0 F160W 293.3834 225.8945 19.8812 18.0481 2.1577586436 2.3816 0.7814 -38.2135 0.000e+00
bulge VELA02 320 3.124 2.125 0 F160W 300.2649 300.4808 21.7153 3.8224 0.4569908544 1.0406 0.8828 82.4396 0.000e+00
other VELA02 320 3.124 2.125 1 F160W 362.4979 269.4814 20.1410 11.0965 1.326653154 2.6575 0.6485 -78.9859 0.000e+00
other VELA02 320 3.124 2.125 1 F160W 413.4068 538.1791 22.3223 93.2750 11.1515859 2.8024 0.3135 -25.4085 0.000e+00
disk VELA02 320 3.124 2.125 1 F160W 305.4641 301.1108 19.0701 44.3713 5.3048551428 1.0000 0.3672 -66.5237 0.000e+00
bulge VELA02 320 3.124 2.125 1 F160W 299.5087 300.9247 22.1089 17.6625 2.11165785 2.2080 0.1684 -67.3912 0.000e+00
disk VELA02 320 3.124 2.125 5 F160W 300.2222 303.6327 19.0079 37.4793 4.4808751908 1.0000 0.8846 51.8981 0.000e+00
other VELA02 320 3.124 2.125 5 F160W 237.2832 250.5686 19.6207 21.6706 2.5908502536 1.8911 0.7377 -88.3338 0.000e+00
bulge VELA02 320 3.124 2.125 5 F160W 300.1987 300.5024 21.7654 3.8391 0.4589874396 0.9570 0.7887 37.1110 0.000e+00
disk VELA02 320 3.124 2.125 6 F160W 298.7686 299.9780 19.2852 40.4249 4.8330393444 1.0000 0.3445 88.1238 0.000e+00
other VELA02 320 3.124 2.125 6 F160W 333.2562 245.7160 20.3779 7.0601 0.8440773156 1.4256 0.9319 -57.3780 0.000e+00
other VELA02 320 3.124 2.125 6 F160W 476.6185 438.3958 20.6776 15.5553 1.8597294468 2.2353 0.8815 -66.8038 0.000e+00
bulge VELA02 320 3.124 2.125 6 F160W 336.2881 296.6906 20.4076 65.8571 7.8736114476 0.4676 0.6115 -37.4728 0.000e+00
disk VELA02 320 3.124 2.125 7 F160W 302.6922 304.8936 19.0286 38.3436 4.5842074416 1.0000 0.9031 52.6566 0.000e+00
other VELA02 320 3.124 2.125 7 F160W 228.9339 302.0343 19.7840 31.9378 3.8183556168 2.1374 0.3948 51.3407 0.000e+00
bulge VELA02 320 3.124 2.125 7 F160W 300.5035 300.4482 21.5902 3.7785 0.451742346 1.0465 0.9469 0.5156 0.000e+00
disk VELA02 320 3.124 2.125 8 F160W 302.6845 305.0419 19.0457 38.1626 4.5625678056 1.0000 0.9002 47.3389 0.000e+00
other VELA02 320 3.124 2.125 8 F160W 227.1037 298.3672 19.7139 33.6626 4.0245658056 2.0357 0.4081 56.3175 0.000e+00
