sim	aexp	hid	difference_halo_gas	difference_stars_gas	difference_stars_halo	export_maxncellwside	export_ncells	export_ncellwside	export_ncellwside_actual	export_nstars	export_super_level	fake_halo	flag_bad_halo	halo_a[x]	halo_a[y]	halo_a[z]	halo_b_to_a	halo_c_to_a	halo_descid	halo_dr	halo_good	halo_id	halo_jx	halo_jy	halo_jz	halo_m200b	halo_m200c	halo_m2500c	halo_m500c	halo_mvir	halo_mvir_all	halo_norm_dr	halo_np	halo_rs	halo_rs_klypin	halo_rvir	halo_scale	halo_spin	halo_spin_bullock	halo_t/|u|	halo_vmax	halo_voff	halo_vrms	halo_vx	halo_vy	halo_vz	halo_x	halo_xoff	halo_y	halo_z	mass_gas	mass_metals	mass_sfr	log(mass_ssfr)[Gyr^-1]	mass_stars	mass_stars_middle	mass_stars_young	metal_modification	prefix	scale	sim_resolution_pc	sim_resolution_pchcm	sim_width_mpchcm
VELA01	0.24	3384	12.218	19.75	18.142	2	2093000	4	2	207800	-2	0	1	2.88	33.996	23.078	0.657	0.607	4603	0.028	1	3384	-3873	4148	-5768	80750000000	80250000000	26390000000	59450000000	82070000000	82070000000	3.178	510900	18.104	20.423	113	0.24	0	0	0.001	122.9	0	0	0	0	0	5.129	3.583	5.046	4.45	1.769E+13	48870000	1.903	-0.145932378	2663000000	128200000	19030000	None	/u/cmoody3/data2/export_sunrise_fits/VELA01/VELA01_a0.240_0003384_	0.24	26.17	76.294	10
VELA01	0.25	4603	32.233	21.542	35.027	2	1966000	4	2	225000	-2	0	1	3.089	35.058	23.115	0.681	0.613	4705	0.027	1	4603	-1247	3854	-4465	87160000000	86300000000	28240000000	62320000000	89050000000	89050000000	3.085	559500	20.294	22.101	116	0.25	0	0	0.001	122.9	0	0	0	0	0	5.126	4.172	5.044	4.478	1.769E+13	53680000	2.265	-0.09162426	2797000000	130700000	22650000	None	/u/cmoody3/data2/export_sunrise_fits/VELA01/VELA01_a0.250_0004603_	0.25	27.253	76.294	10
VELA01	0.26	4705	30.02	32.588	37.397	2	2239000	4	2	246600	-2	0	1	4.187	36.081	23.74	0.695	0.62	5090	0.026	1	4705	552.1	1826	-9023	94250000000	92610000000	33440000000	65720000000	96840000000	96840000000	2.86	606500	18.946	18.413	119.2	0.26	0	0	0.001	128.1	0	0	0	0	0	5.122	5.112	5.039	4.505	1.769E+13	57800000	3.303	0.049823275	2945000000	149100000	33030000	None	/u/cmoody3/data2/export_sunrise_fits/VELA01/VELA01_a0.260_0004705_	0.26	28.35	76.294	10
VELA01	0.27	5090	13.761	34.168	25.952	2	2404000	4	2	272500	-2	0	1	5.43	36.993	25.296	0.722	0.65	5057	0.027	1	5090	4207	1468	-13820	1.027E+11	1.006E+11	35560000000	68750000000	1.068E+11	1.068E+11	2.959	642900	21.068	21.068	123	0.27	0	0	0.001	127.8	0	0	0	0	0	5.118	6.814	5.034	4.529	1.769E+13	59330000	3.599	0.051031868	3200000000	230600000	35990000	None	/u/cmoody3/data2/export_sunrise_fits/VELA01/VELA01_a0.270_0005090_	0.27	29.435	76.294	10
VELA01	0.28	5057	22.133	17.289	19.397	2	2690000	4	2	298600	-2	0	1	5.234	37.173	26.452	0.754	0.677	5275	0.028	1	5057	12700	-4103	-22690	1.17E+11	1.138E+11	35930000000	71410000000	1.208E+11	1.208E+11	3.051	728800	28.401	27.149	128.1	0.28	0	0	0.001	126.8	0	0	0	0	0	5.112	10.012	5.029	4.555	1.769E+13	72020000	1.975	-0.236294849	3403000000	191200000	19750000	None	/u/cmoody3/data2/export_sunrise_fits/VELA01/VELA01_a0.280_0005057_	0.28	30.538	76.294	10
VELA01	0.29	5275	21.144	30.537	19.16	2	2942000	4	2	322900	-2	0	1	7.436	36.863	29.546	0.785	0.696	4956	0.031	1	5275	13740	-7700	-28620	1.327E+11	1.298E+11	37700000000	76590000000	1.36E+11	1.36E+11	3.276	828300	35.507	29.265	133.1	0.29	0	0	0.001	129.1	0	0	0	0	0	5.106	12.655	5.024	4.583	1.768E+13	73040000	4.531	0.104866074	3559000000	156100000	45310000	None	/u/cmoody3/data2/export_sunrise_fits/VELA01/VELA01_a0.290_0005275_	0.29	31.617	76.294	10
VELA01	0.3	4956	16.712	11.07	27.108	2	3260000	4	2	343800	-2	0	1	12.806	29.908	34.871	0.84	0.735	9786	0.03	1	4956	9960	-3034	-30640	1.478E+11	1.448E+11	41290000000	86460000000	1.51E+11	1.51E+11	3.257	876800	35.313	36.78	137.6	0.3	0	0	0.001	128.7	0	0	0	0	0	5.099	10.892	5.018	4.612	1.768E+13	76780000	1.351	-0.436135563	3688000000	115100000	13510000	None	/u/cmoody3/data2/export_sunrise_fits/VELA01/VELA01_a0.300_0004956_	0.3	32.724	76.294	10
VELA01	0.31	9786	32.819	24.608	9.826	2	3546000	4	2	368300	-2	0	1	17.851	26.879	42.361	0.819	0.693	4841	0.032	1	9786	-67500	-7133	-20450	1.895E+11	1.83E+11	46970000000	1.047E+11	1.96E+11	1.96E+11	3.532	958400	52.07	57.655	150	0.31	0	0	0.001	135.1	0	0	0	0	0	5.091	13.889	5.011	4.64	1.768E+13	80860000	3.598	-0.164098144	5250000000	259700000	35980000	None	/u/cmoody3/data2/export_sunrise_fits/VELA01/VELA01_a0.310_0009786_	0.31	33.787	76.294	10
VELA01	0.32	4841	18.289	27.725	25.818	2	4385000	4	2	413200	-2	0	1	20.894	19.588	45.093	0.842	0.675	4818	0.03	1	4841	-26980	28720	-88390	2.386E+11	2.322E+11	57800000000	1.313E+11	2.434E+11	2.434E+11	3.456	1085000	52.065	50.923	161	0.32	0	0	0.001	144.4	0	0	0	0	0	5.083	7.593	5.004	4.671	1.769E+13	83790000	4.014	-0.133853832	5463000000	174500000	40140000	None	/u/cmoody3/data2/export_sunrise_fits/VELA01/VELA01_a0.320_0004841_	0.32	34.894	76.294	10
VELA01	0.33	4818	18.666	28.458	13.404	2	5335000	4	2	581400	-2	0	1	22.353	13.662	47.329	0.845	0.661	4878	0.025	1	4818	-33930	49920	-96250	2.66E+11	2.606E+11	62290000000	1.655E+11	2.699E+11	2.699E+11	2.972	1135000	44.366	39.411	166.4	0.33	0	0	0.001	151.2	0	0	0	0	0	5.075	8.398	4.997	4.699	1.769E+13	86970000	4.991	-0.062762382	5767000000	232000000	49910000	None	/u/cmoody3/data2/export_sunrise_fits/VELA01/VELA01_a0.330_0004818_	0.33	17.988	38.147	10
VELA01	0.34	4878	19.003	15.455	33.904	2	5494000	4	2	642800	-2	0	1	19.79	14.253	47.847	0.877	0.66	4733	0.022	1	4878	-55110	81020	-100800	2.91E+11	2.854E+11	64550000000	2.084E+11	2.949E+11	2.949E+11	2.564	1295000	42.083	32.941	171.1	0.34	0	0	0.001	157.6	0	0	0	0	0	5.07	15.837	4.995	4.724	1.769E+13	91480000	3.575	-0.291884032	7001000000	314100000	35750000	None	/u/cmoody3/data2/export_sunrise_fits/VELA01/VELA01_a0.340_0004878_	0.34	18.534	38.147	10
VELA01	0.35	4733	32.75	10.115	38.829	2	5585000	4	2	703200	-2	0	1	23.908	9.077	50.778	0.833	0.624	8995	0.021	1	4733	-157300	162700	-247900	3.357E+11	3.223E+11	69640000000	2.36E+11	3.46E+11	3.46E+11	2.363	1344000	47.662	37.176	180.2	0.35	0	0	0.001	162.4	0	0	0	0	0	5.064	25.579	4.999	4.745	1.769E+13	96370000	7.966	-0.256216466	14370000000	516800000	79660000	None	/u/cmoody3/data2/export_sunrise_fits/VELA01/VELA01_a0.350_0004733_	0.35	19.084	38.147	10
VELA01	0.36	8995	31.735	25.073	24.443	2	5947000	4	2	747300	-2	0	1	23.413	29.933	52.647	0.797	0.561	4767	0.027	1	8995	-195400	397400	-751900	4.664E+11	4.494E+11	98090000000	2.666E+11	4.725E+11	4.725E+11	2.94	1697000	64.802	62.811	199.6	0.36	0	0	0.001	170.4	0	0	0	0	0	5.056	49.778	5.009	4.761	1.769E+13	99900000	5.406	-0.444082939	15030000000	311100000	54060000	None	/u/cmoody3/data2/export_sunrise_fits/VELA01/VELA01_a0.360_0008995_	0.36	19.625	38.147	10
VELA01	0.37	4767	3267	3253	19.054	2	6308000	4	2	792600	-2	0	1	23.103	32.141	54.224	0.775	0.553	9260	0.029	1	4767	291800	615500	-1164000	5.296E+11	5.212E+11	1.295E+11	3.426E+11	5.326E+11	5.326E+11	3.26	1846000	40.208	38.021	207.4	0.37	0	0	0.001	185.8	0	0	0	0	0	5.045	45.084	5.028	4.775	1.769E+13	104400000	8.378	-0.269427097	15580000000	543700000	83780000	None	/u/cmoody3/data2/export_sunrise_fits/VELA01/VELA01_a0.370_0004767_	0.37	20.17	38.147	10
VELA01	0.38	9260	42.594	26.521	50.748	2	5710000	4	2	730500	-2	0	1	23.135	32.491	50.905	0.79	0.59	4433	0.032	1	9260	363600	614300	-1215000	5.567E+11	5.516E+11	1.264E+11	4.784E+11	5.583E+11	5.583E+11	3.973	1384000	27.861	24.7	210.4	0.38	0	0	0.001	201.8	0	0	0	0	0	5.038	33.643	5.05	4.793	1.769E+13	109700000	17.905	0.033389799	16580000000	899100000	179000000	None	/u/cmoody3/data2/export_sunrise_fits/VELA01/VELA01_a0.380_0009260_	0.38	20.71	38.147	10
VELA01	0.4	8554	21.084	25.525	12.426	2	10280000	4	2	2023000	-2	0	1	28.517	30.801	51.903	0.712	0.605	8904	0.021	1	8554	86470	523500	-812000	5.942E+11	5.889E+11	3.121E+11	5.325E+11	5.952E+11	5.952E+11	3.717	2104000	19.507	16.97	214.1	0.4	0	0	0	220	0	0	0	0	0	5.064	19.19	5.062	4.853	1.768E+13	116200000	16.781	-0.058483391	19200000000	986200000	167800000	None	/u/cmoody3/data2/export_sunrise_fits/VELA01/VELA01_a0.400_0008554_	0.4	21.8	38.147	10
VELA01	0.41	8904	28.797	20.699	14.098	2	9996000	4	2	2143000	-2	0	1	30.362	31.353	54.201	0.679	0.582	4567	0.023	1	8904	20410	350600	-675500	6.105E+11	6.04E+11	2.782E+11	5.44E+11	6.116E+11	6.116E+11	4.774	3075000	21.65	20.547	215.6	0.41	0	0	0.001	210.1	0	0	0	0	0	5.063	23.824	5.048	4.869	1.768E+13	116300000	6.716	-0.473919308	20000000000	626100000	67160000	None	/u/cmoody3/data2/export_sunrise_fits/VELA01/VELA01_a0.410_0008904_	0.41	22.349	38.147	10
VELA01	0.44	3869	18.169	19.467	6.239	2	8655000	4	2	2341000	-2	0	1	28.658	35.888	58.53	0.713	0.621	3876	0.008	1	3869	-543500	-63440	-203900	6.886E+11	6.714E+11	2.683E+11	5.21E+11	6.892E+11	6.892E+11	11.995	4090000	22.624	24.24	223	0.44	0	0	0.001	205.7	0	0	0	0	0	5.034	7.635	5.035	4.864	1.769E+13	116600000	5.243	-0.613262409	21520000000	270100000	52430000	None	/u/cmoody3/data2/export_sunrise_fits/VELA01/VELA01_a0.440_0003869_	0.44	23.986	38.147	10
VELA01	0.46	3574	15.32	9.599	17.936	2	8901000	4	2	2473000	-2	0	1	27.748	35.689	59.402	0.779	0.673	7693	0.01	1	3574	-486500	-154700	-153300	7.065E+11	6.774E+11	2.855E+11	5.349E+11	7.062E+11	7.062E+11	27.161	4100000	22.61	21.899	223.8	0.46	0	0	0.001	208	0	0	0	0	0	5.026	12.746	5.027	4.877	1.769E+13	124200000	4.643	-0.67759359	22100000000	352600000	46430000	None	/u/cmoody3/data2/export_sunrise_fits/VELA01/VELA01_a0.460_0003574_	0.46	25.074	38.147	10
VELA01	0.47	7693	14.44	19.224	28.488	2	9682000	4	2	2540000	-2	0	1	28.254	36.101	61.734	0.801	0.692	3742	0.01	1	7693	-454400	-191300	-164200	7.09E+11	6.793E+11	2.973E+11	5.49E+11	7.078E+11	7.078E+11	34.764	3731000	20.293	21.605	223.4	0.47	0	0	0.001	206.7	0	0	0	0	0	5.024	12.701	5.021	4.885	1.77E+13	130800000	6.447	-0.543210716	22520000000	387200000	64470000	None	/u/cmoody3/data2/export_sunrise_fits/VELA01/VELA01_a0.470_0007693_	0.47	25.622	38.147	10
VELA01	0.48	3742	15.669	19.303	16.608	2	9996000	4	2	2596000	-2	0	1	24.994	31.272	57.92	0.825	0.715	7704	0.01	1	3742	-432200	-229900	-204600	7.14E+11	6.804E+11	3.075E+11	5.581E+11	7.119E+11	7.119E+11	32.641	4347000	19.317	19.699	223.3	0.48	0	0	0.001	209.6	0	0	0	0	0	5.022	12.993	5.016	4.893	1.77E+13	141000000	5.776	-0.598587429	22920000000	350800000	57760000	None	/u/cmoody3/data2/export_sunrise_fits/VELA01/VELA01_a0.480_0003742_	0.48	26.164	38.147	10
VELA01	0.5	3743	18.285	15.013	3.294	2	10790000	4	2	2735000	-2	0	1	23.84	24.788	58.067	0.839	0.733	-1			3743	-452800	-325000	-213400	7.235E+11	6.89E+11	3.236E+11	5.664E+11	7.2E+11	7.2E+11		4419000	17.386	18.866	223.1	0.5	0	0	0.001	208.7	0	0	0	0	0	5.019	14.862	5.006	4.909	1.77E+13	155400000	4.638	-0.708417602	23700000000	322500000	46380000	None	/u/cmoody3/data2/export_sunrise_fits/VELA01/VELA01_a0.500_0003743_	0.5	27.252	38.147	10
VELA02	0.11	1334	679.8	669.1	31.487	2	436600	4	2	1643	-2	0	1	8.665	-5.095	-3.175	0.699	0.639	5904	0.006	0	1334	12.43	8.092	12.71	2550000000	2546000000	467500000	1487000000	2729000000	2729000000	1.335	4881	14.815	15.751	36.557	0.11	0	0	0.001	54.04	0	0	0	0	0	5.137	1.7	5.383	4.688	1.772E+13	1267000	0.129	1.018922753	12350000	6070000	1287000	None	/u/cmoody3/data2/export_sunrise_fits/VELA02/VELA02_a0.110_0001334_	0.11	47.991	305.2	10
VELA02	0.12	5904	455.3	170.1	443.1	2	497000	4	2	2602	-2	0	1	-7.787	9.332	0.226	0.774	0.655	6218	0.011	0	5904	22.37	-21.28	-5.63	4873000000	4868000000	1298000000	3471000000	5049000000	5049000000	2.34	6879	10.771	9.414	44.867	0.12	0	0	0.001	66.98	0	0	0	0	0	5.131	4.556	5.385	4.691	1.772E+13	1897000	0.333	1.081692533	27590000	13940000	3334000	None	/u/cmoody3/data2/export_sunrise_fits/VELA02/VELA02_a0.120_0005904_	0.12	26.184	152.6	10
VELA02	0.13	6125	612.2	1215	1539	2	576700	4	2	4678	-2	0	1	-1.094	12.595	-8.441	0.671	0.552	6025	0.005	0	6125	64.24	-86.56	-51.09	6656000000	6648000000	2688000000	5755000000	6781000000	6781000000	1.066	7475	8.226	5.04	49.491	0.13	0	0	0.001	80.8	0	0	0	0	0	5.13	6.789	5.376	4.699	1.772E+13	2637000	0.291	0.735620391	53490000	28280000	2905000	None	/u/cmoody3/data2/export_sunrise_fits/VELA02/VELA02_a0.130_0006125_	0.13	28.343	152.6	10
VELA02	0.14	5946	1159	1348	210.4	2	637200	4	2	6961	-2	0	1	-2.069	10.652	-3.676	0.822	0.741	7633	0.011	1	5946	56.02	-62.21	-27.69	8654000000	8645000000	2455000000	7094000000	8771000000	8771000000	2.317	15720	8.851	7.753	53.91	0.14	0	0	0.001	79.14	0	0	0	0	0	5.135	4.814	5.376	4.697	1.772E+13	3099000	0.602	0.897185807	76280000	25150000	6018000	None	/u/cmoody3/data2/export_sunrise_fits/VELA02/VELA02_a0.140_0005946_	0.14	30.532	152.6	10
VELA02	0.15	7633	713.6	781.8	210.1	2	712800	4	2	8391	-2	0	1	0.854	17.459	-5.946	0.823	0.72	6976	0.015	1	7633	15.24	-71.13	-85.67	10490000000	10470000000	3451000000	7662000000	10760000000	10760000000	3.087	48460	10.475	10.254	57.683	0.15	0	0	0.001	78.98	0	0	0	0	0	5.135	5.009	5.367	4.703	1.772E+13	3708000	0.466	0.683948622	96480000	24100000	4660000	None	/u/cmoody3/data2/export_sunrise_fits/VELA02/VELA02_a0.150_0007633_	0.15	32.717	152.6	10
VELA02	0.16	6976	463.5	657.1	232.4	2	785300	4	2	10310	-2	0	1	-7.874	17.838	-2.602	0.797	0.706	8205	0.021	1	6976	-156.5	-264.8	-162.5	14840000000	14780000000	4190000000	9161000000	15370000000	15370000000	4.174	46590	16.466	18.604	64.945	0.16	0	0	0.001	81.35	0	0	0	0	0	5.138	8.394	5.352	4.705	1.772E+13	4814000	0.609	0.613769089	148200000	42860000	6089000	None	/u/cmoody3/data2/export_sunrise_fits/VELA02/VELA02_a0.160_0006976_	0.16	34.912	152.6	10
VELA02	0.17	8205	1251	1241	224.1	2	1306000	4	2	15080	-2	0	1	-8.97	21.035	-3.639	0.876	0.651	6925	0.023	1	8205	-674.4	-665.6	-861.3	24130000000	24020000000	6193000000	15190000000	25100000000	25100000000	4.801	73890	19.732	22.471	76.459	0.17	0	0	0.001	92.8	0	0	0	0	0	5.139	10.344	5.332	4.711	1.772E+13	6060000	0.634	0.535622362	184700000	36880000	6335000	None	/u/cmoody3/data2/export_sunrise_fits/VELA02/VELA02_a0.170_0008205_	0.17	37.067	152.6	10
VELA02	0.18	6925	766.3	10.486	771.7	2	1471000	4	2	21820	-2	0	1	-9.905	15.368	-1.245	0.972	0.709	6920	0.007	1	6925	-203.3	-771.8	-634.7	31070000000	31000000000	13350000000	26460000000	31510000000	31510000000	1.619	65760	9.969	8.713	82.44	0.18	0	0	0.001	113.8	0	0	0	0	0	5.138	2.54	5.312	4.721	1.772E+13	7488000	2.046	0.868269104	277100000	85670000	20460000	None	/u/cmoody3/data2/export_sunrise_fits/VELA02/VELA02_a0.180_0006925_	0.18	19.624	76.294	10
VELA02	0.19	6920	161	18.131	176.4	2	1612000	4	2	34110	-2	0	1	9.468	14.146	-13.302	0.849	0.684	8223	0.011	1	6920	-314.5	-1130	-1366	38290000000	38200000000	18230000000	33450000000	38880000000	38880000000	2.676	83200	9.658	8.006	88.388	0.19	0	0	0.001	123	0	0	0	0	0	5.139	8.361	5.306	4.724	1.772E+13	9684000	4.033	0.944573137	458200000	182500000	40330000	None	/u/cmoody3/data2/export_sunrise_fits/VELA02/VELA02_a0.190_0006920_	0.19	20.717	76.294	10
VELA02	0.2	8223	1102	25.526	1089	2	1649000	4	2	51300	-2	0	1	17.394	1.428	-10.907	0.93	0.801	6938	0.009	1	8223	-738.3	-1264	-443.6	44860000000	44800000000	19560000000	41170000000	45190000000	45190000000	2.102	77150	8.085	9.242	92.876	0.2	0	0	0	123.4	0	0	0	0	0	5.147	2.933	5.298	4.726	1.772E+13	12760000	6.268	0.95240336	699400000	242300000	62680000	None	/u/cmoody3/data2/export_sunrise_fits/VELA02/VELA02_a0.200_0008223_	0.2	21.815	76.294	10
VELA02	0.21	6938	1813	8.316	1813	2	1786000	4	2	76660	-2	0	1	16.33	7.594	2.019	0.931	0.799	7534	0.018	1	6938	-1459	-1023	100.2	51520000000	51310000000	19510000000	42900000000	52300000000	52300000000	4.006	102500	14.618	13.244	97.455	0.21	0	0	0.001	118.6	0	0	0	0	0	5.155	6.506	5.293	4.727	1.772E+13	16460000	6.285	0.736852803	1152000000	422500000	62850000	None	/u/cmoody3/data2/export_sunrise_fits/VELA02/VELA02_a0.210_0006938_	0.21	22.892	76.294	10
VELA02	0.22	7534	43.069	22.027	42.926	2	1824000	4	2	98400	-2	0	1	23.394	19.472	-8.368	0.911	0.727	7037	0.012	1	7534	-2142	-641.3	-250.9	60450000000	60160000000	21240000000	45540000000	61350000000	61350000000	2.776	369400	14.732	16.061	102.7	0.22	0	0	0.001	119.2	0	0	0	0	0	5.148	1.302	5.278	4.73	1.772E+13	19300000	3.316	0.369551269	1416000000	252400000	33160000	None	/u/cmoody3/data2/export_sunrise_fits/VELA02/VELA02_a0.220_0007534_	0.22	23.991	76.294	10
VELA02	0.23	7037	38.276	22.436	28.283	2	2119000	4	2	114200	-2	0	1	11.9	28.515	-7.535	0.964	0.755	3829	0.017	1	7037	-3563	654.8	-173.7	65990000000	65630000000	27520000000	50640000000	66990000000	66990000000	3.78	399200	13.342	12.49	105.7	0.23	0	0	0.001	126.6	0	0	0	0	0	5.144	3.903	5.267	4.734	1.772E+13	21150000	3.541	0.367282339	1520000000	127600000	35410000	None	/u/cmoody3/data2/export_sunrise_fits/VELA02/VELA02_a0.230_0007037_	0.23	25.075	76.294	10
VELA02	0.24	3829	71.911	23.452	64.275	2	2352000	4	2	135900	-2	0	1	-8.494	30.468	-7.385	0.911	0.721	3663	0.018	0	3829	-6010	1927	-168.1	73100000000	72480000000	31860000000	56150000000	74950000000	74950000000	4.076	413100	12.581	12	109.6	0.24	0	0	0.001	130.8	0	0	0	0	0	5.139	3.48	5.252	4.739	1.771E+13	23520000	3.934	0.357039362	1729000000	198100000	39340000	None	/u/cmoody3/data2/export_sunrise_fits/VELA02/VELA02_a0.240_0003829_	0.24	26.17	76.294	10
VELA02	0.25	3475	21.715	30.625	41.37	2	2681000	4	2	150800	-2	0	1	-12.131	30.201	-7.876	0.884	0.703	3372	0.019	0	3475	-10300	3085	-243.7	81340000000	80700000000	31890000000	63270000000	82790000000	82790000000	4.347	450300	14.566	15.095	113.2	0.25	0	0	0.001	127.3	0	0	0	0	0	5.138	3.868	5.236	4.748	1.771E+13	26380000	3.509	0.275903978	1859000000	132700000	35090000	None	/u/cmoody3/data2/export_sunrise_fits/VELA02/VELA02_a0.250_0003475_	0.25	27.25	76.294	10
VELA02	0.26	3884	51.505	0.965	51.454	2	2706000	4	2	177000	-2	0	1	-16.284	33.352	-9.501	0.834	0.676	3243	0.023	0	3884	-18560	2973	-2468	92840000000	91390000000	33960000000	66470000000	96040000000	96040000000	5.239	537500	18.519	18.595	118.9	0.26	0	0	0.001	127.5	0	0	0	0	0	5.137	6.444	5.22	4.757	1.771E+13	29550000	2.139	0.000203084	2138000000	213400000	21390000	None	/u/cmoody3/data2/export_sunrise_fits/VELA02/VELA02_a0.260_0003884_	0.26	28.343	76.294	10
VELA02	0.27	3283	59.094	61.179	34.312	2	2675000	4	2	194400	-2	0	1	-19.288	35.532	-12.627	0.772	0.659	3564	0.024	0	3283	-50990	-3733	-12930	1.274E+11	1.254E+11	33230000000	74200000000	1.308E+11	1.308E+11	5.54	562700	37.722	38.869	131.6	0.27	0	0	0.001	128.1	0	0	0	0	0	5.138	19.164	5.201	4.769	1.771E+13	32420000	4.244	0.22072456	2553000000	210700000	42440000	None	/u/cmoody3/data2/export_sunrise_fits/VELA02/VELA02_a0.270_0003283_	0.27	29.438	76.294	10
VELA02	0.28	3521	26.853	27.01	20.571	2	3688000	4	2	234500	-2	0	1	-21.997	35.105	-16.713	0.753	0.673	2334	0.028	0	3521	-56670	2645	-16210	1.501E+11	1.489E+11	41570000000	1.046E+11	1.517E+11	1.517E+11	6.459	639400	24.524	27.555	138.2	0.28	0	0	0.001	137.9	0	0	0	0	0	5.14	15.588	5.181	4.782	1.771E+13	35260000	2.918	0.026542939	2745000000	169800000	29180000	None	/u/cmoody3/data2/export_sunrise_fits/VELA02/VELA02_a0.280_0003521_	0.28	30.535	76.294	10
VELA02	0.29	3068	48.397	9.625	51.004	2	3675000	4	2	256000	-2	0	1	-22.638	35.027	-17.886	0.769	0.707	3690	0.029	0	3068	-56450	13380	-16460	1.594E+11	1.585E+11	66220000000	1.314E+11	1.604E+11	1.604E+11	6.598	593600	17.21	16.029	140.6	0.29	0	0	0.001	152.4	0	0	0	0	0	5.141	6.527	5.158	4.799	1.77E+13	37610000	2.285	-0.102912353	2896000000	145700000	22850000	None	/u/cmoody3/data2/export_sunrise_fits/VELA02/VELA02_a0.290_0003068_	0.29	31.618	76.294	10
VELA02	0.3	8407	39.587	32.298	32.903	2	4236000	4	2	277200	-2	0	1	-20.133	35.033	-15.516	0.768	0.736	6539	0.012	1	8407	-50680	17490	-20430	1.661E+11	1.651E+11	77430000000	1.417E+11	1.674E+11	1.674E+11	2.7	829700	13.015	13.825	142.5	0.3	0	0	0.001	157.4	0	0	0	0	0	5.14	13.822	5.141	4.821	1.77E+13	40130000	2.913	-0.027581228	3104000000	202900000	29130000	None	/u/cmoody3/data2/export_sunrise_fits/VELA02/VELA02_a0.300_0008407_	0.3	32.712	76.294	10
VELA02	0.31	6539	25.293	37.935	43.186	2	4448000	4	2	293700	-2	0	1	-19.538	36.729	-14.437	0.745	0.709	3230	0.007	1	6539	-45730	21060	-16400	1.748E+11	1.74E+11	60270000000	1.512E+11	1.755E+11	1.755E+11	1.587	935400	14.631	17.054	144.6	0.31	0	0	0.001	150.9	0	0	0	0	0	5.137	12.54	5.135	4.831	1.77E+13	43300000	2.321	-0.148872612	3270000000	147000000	23210000	None	/u/cmoody3/data2/export_sunrise_fits/VELA02/VELA02_a0.310_0006539_	0.31	33.81	76.294	10
VELA02	0.32	3230	41.95	20.268	30.381	2	4066000	4	2	307100	-2	0	1	-23.059	37.519	-16.773	0.762	0.701	7854	0.013	1	3230	-42300	23640	-29330	1.828E+11	1.816E+11	65020000000	1.504E+11	1.839E+11	1.839E+11	2.93	972200	15.286	21.018	146.6	0.32	0	0	0.001	145.4	0	0	0	0	0	5.13	5.835	5.133	4.832	1.77E+13	46080000	3.561	0.011492885	3468000000	169400000	35610000	None	/u/cmoody3/data2/export_sunrise_fits/VELA02/VELA02_a0.320_0003230_	0.32	34.901	76.294	10
VELA02	0.33	7854	56.769	24.55	33.415	2	3931000	4	2	356100	-2	0	1	-25.584	39.582	-18.283	0.772	0.689	2823	0.012	1	7854	-43860	26910	-40650	1.929E+11	1.892E+11	70780000000	1.395E+11	1.958E+11	1.958E+11	2.521	1123000	20.537	21.522	149.5	0.33	0	0	0.001	146.2	0	0	0	0	0	5.121	9.996	5.124	4.835	1.771E+13	51150000	4.697	0.070086412	3997000000	445200000	46970000	None	/u/cmoody3/data2/export_sunrise_fits/VELA02/VELA02_a0.330_0007854_	0.33	17.995	38.147	10
VELA02	0.34	2823	42.547	14.831	36.161	2	4333000	4	2	412500	-2	0	1	-27.3	41.882	-16.614	0.787	0.699	6794	0.016	1	2823	-37970	28380	-48670	2.039E+11	1.979E+11	71210000000	1.406E+11	2.073E+11	2.073E+11	3.247	1190000	23.324	24.251	152.2	0.34	0	0	0.001	144.3	0	0	0	0	0	5.116	10.932	5.118	4.844	1.771E+13	54490000	6.535	0.166202958	4457000000	401400000	65350000	None	/u/cmoody3/data2/export_sunrise_fits/VELA02/VELA02_a0.340_0002823_	0.34	18.539	38.147	10
VELA02	0.35	6794	10.208	27.753	18.177	2	3757000	4	2	468500	-2	0	1	-27.315	42.614	-13.794	0.822	0.703	6804	0.017	1	6794	-43880	35230	-45620	2.142E+11	2.068E+11	74710000000	1.476E+11	2.184E+11	2.184E+11	3.527	1351000	23.882	24.308	154.6	0.35	0	0	0.001	145.2	0	0	0	0	0	5.107	10.713	5.11	4.854	1.771E+13	57720000	4.436	-0.057587912	5065000000	415100000	44360000	None	/u/cmoody3/data2/export_sunrise_fits/VELA02/VELA02_a0.350_0006794_	0.35	19.083	38.147	10
VELA02	0.36	6804	20.559	16.183	22.596	2	3976000	4	2	518200	-2	0	1	-29.859	45.776	-8.691	0.806	0.686	2628	0.018	0	6804	-117800	-9427	49170	2.434E+11	2.25E+11	80820000000	1.572E+11	2.551E+11	2.551E+11	3.976	1526000	26.757	26.207	162.6	0.36	0	0	0.001	150.2	0	0	0	0	0	5.1	17.994	5.103	4.867	1.771E+13	60690000	6.647	0.024804367	6278000000	325500000	66470000	None	/u/cmoody3/data2/export_sunrise_fits/VELA02/VELA02_a0.360_0006804_	0.36	19.625	38.147	10
